config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight
cfg0026,1,2.76928973197937,2.76928973197937,7.343657493591309,7.343657493591309,0.22602733969688416,32,0.0005,0.1,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0058,1,2.7652318477630615,2.7652318477630615,10.692349433898926,10.692349433898926,0.3072028160095215,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0009,1,2.7468385696411133,2.7468385696411133,7.210689067840576,7.210689067840576,0.21409955620765686,32,0.0005,0.05,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0023,1,2.7379512786865234,2.7379512786865234,8.230382919311523,8.230382919311523,0.2080671787261963,32,0.0005,0.1,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.08,0.0
cfg0027,1,2.730250835418701,2.730250835418701,7.271327972412109,7.271327972412109,0.22022797167301178,32,0.0005,0.1,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0005,1,2.7123773097991943,2.7123773097991943,8.018775939941406,8.018775939941406,0.20537571609020233,32,0.0005,0.05,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0
cfg0010,1,2.7009410858154297,2.7009410858154297,7.141130447387695,7.141130447387695,0.2099493443965912,32,0.0005,0.05,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0011,1,2.6711583137512207,2.6711583137512207,7.085623264312744,7.085623264312744,0.20637057721614838,32,0.0005,0.05,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0052,1,2.6562399864196777,2.6562399864196777,9.723832130432129,9.723832130432129,0.2934923768043518,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.02,0.0
cfg0054,1,2.641451358795166,2.641451358795166,8.376279830932617,8.376279830932617,0.2534819543361664,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.06,0.0
cfg0006,1,2.623154640197754,2.623154640197754,7.881608009338379,7.881608009338379,0.20008976757526398,32,0.0005,0.05,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.06,0.0
cfg0062,1,2.578254461288452,2.578254461288452,9.314301490783691,9.314301490783691,0.2676985561847687,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.06,0.0
cfg0007,1,2.5667402744293213,2.5667402744293213,7.78064489364624,7.78064489364624,0.19595320522785187,32,0.0005,0.05,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.08,0.0
cfg0033,1,2.5234792232513428,2.5234792232513428,8.523824691772461,8.523824691772461,0.2420884221792221,32,0.0005,0.2,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0034,1,2.511138677597046,2.511138677597046,8.232561111450195,8.232561111450195,0.23289428651332855,32,0.0005,0.2,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0017,1,2.4656565189361572,2.4656565189361572,8.018767356872559,8.018767356872559,0.2129105031490326,32,0.0005,0.1,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0035,1,2.4543354511260986,2.4543354511260986,8.059581756591797,8.059581756591797,0.22186148166656494,32,0.0005,0.2,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0000,1,2.429032802581787,2.429032802581787,7.726156234741211,7.726156234741211,0.1992798149585724,32,0.0005,0.05,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
cfg0018,1,2.418163299560547,2.418163299560547,7.913637638092041,7.913637638092041,0.20662930607795715,32,0.0005,0.1,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0051,1,2.4180097579956055,2.4180097579956055,8.592055320739746,8.592055320739746,0.2516874074935913,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0016,1,2.4163904190063477,2.4163904190063477,7.8885345458984375,7.8885345458984375,0.21236346662044525,32,0.0005,0.1,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
cfg0001,1,2.4110264778137207,2.4110264778137207,7.692403316497803,7.692403316497803,0.19703155755996704,32,0.0005,0.05,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0050,1,2.4025344848632812,2.4025344848632812,9.485941886901855,9.485941886901855,0.2700420916080475,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0019,1,2.393162250518799,2.393162250518799,7.8178935050964355,7.8178935050964355,0.20162075757980347,32,0.0005,0.1,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0002,1,2.3907430171966553,2.3907430171966553,7.633371829986572,7.633371829986572,0.1942751705646515,32,0.0005,0.05,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0
cfg0053,1,2.3799362182617188,2.3799362182617188,8.6194429397583,8.6194429397583,0.26460355520248413,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0
cfg0003,1,2.377257823944092,2.377257823944092,7.599250793457031,7.599250793457031,0.19198548793792725,32,0.0005,0.05,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0
cfg0040,1,2.3182506561279297,2.3182506561279297,8.177053451538086,8.177053451538086,0.23645979166030884,32,0.0005,0.2,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
cfg0032,1,1.9721506834030151,1.9721506834030151,7.133751392364502,7.133751392364502,0.20967379212379456,32,0.0005,0.2,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
cfg0049,1,1.720008134841919,1.720008134841919,6.598829746246338,6.598829746246338,0.21644774079322815,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0057,1,1.6923737525939941,1.6923737525939941,6.1614203453063965,6.1614203453063965,0.20029126107692719,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0
cfg0061,1,1.4845569133758545,1.4845569133758545,7.240179061889648,7.240179061889648,0.20792582631111145,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0
cfg0060,1,1.3532342910766602,1.3532342910766602,7.3989458084106445,7.3989458084106445,0.19984742999076843,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.02,0.0
cfg0048,1,1.2760210037231445,1.2760210037231445,5.465450763702393,5.465450763702393,0.1898251473903656,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
cfg0056,1,1.2685599327087402,1.2685599327087402,6.3831071853637695,6.3831071853637695,0.2145959734916687,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0
