method,photon_budget,lambda_bar,gain_rel_mse_mean,gain_rel_mse_std,zero_fraction_mean,fisher_reference
anscombe,0.5,0.5000255703926086,0.00674333503121469,,0.61181640625,0.0312484019321884
anscombe,0.5,0.5000258088111877,0.009970084069119409,,0.599609375,0.03124838703255831
anscombe,0.5,0.5000289678573608,0.012105716787183831,,0.60546875,0.031248189613800968
anscombe,0.5,0.5000383257865906,0.011853764064764257,,0.62646484375,0.031247604821932257
anscombe,0.5,0.5000391602516174,0.009704758462090343,,0.611328125,0.03124755267594956
anscombe,0.5,0.5000457167625427,0.006249354469068915,,0.6103515625,0.031247142963569993
anscombe,0.5,0.5000498294830322,0.011597222291076814,,0.60009765625,0.03124688596765173
anscombe,0.5,0.500053882598877,0.0061023910612377,,0.61279296875,0.031246632700447894
anscombe,0.5,0.5000690221786499,0.007926291437228668,,0.60888671875,0.03124568670925983
anscombe,0.5,0.500093400478363,0.00954513000695492,,0.634765625,0.03124416356035482
anscombe,0.5,0.5001131296157837,0.01189880032689548,,0.6044921875,0.03124293099844038
anscombe,1.0,0.9996647238731384,0.0100895051956395,,0.39208984375,0.01563024044647881
anscombe,1.0,0.9998335242271423,0.010608213605713294,,0.38427734375,0.01562760161705711
anscombe,1.0,0.9998780488967896,0.011194522204959536,,0.36376953125,0.015626905718392124
anscombe,1.0,0.9998959302902222,0.012012906213974519,,0.36865234375,0.015626626258459526
anscombe,1.0,0.9998962879180908,0.010538955736588418,,0.3857421875,0.015626620669362826
anscombe,1.0,0.9999200701713562,0.009730439817822942,,0.35986328125,0.015626249003405188
anscombe,1.0,0.9999566674232483,0.012935634254056888,,0.38037109375,0.01562567710085227
anscombe,1.0,0.9999681115150452,0.011005689664084451,,0.38916015625,0.015625498273466605
anscombe,1.0,0.9999738931655884,0.015304585103959453,,0.38818359375,0.01562540792993744
anscombe,1.0,0.9999803304672241,0.009985032997309014,,0.36376953125,0.015625307342494905
anscombe,1.0,0.9999904632568359,0.012025518559566784,,0.3603515625,0.015625149013033038
anscombe,1.0,0.9999943375587463,0.011235263868372711,,0.36474609375,0.01562508847614558
anscombe,1.0,0.9999960064888,0.011253373501806076,,0.361328125,0.01562506239886169
anscombe,1.0,0.9999962449073792,0.009332995018869826,,0.3505859375,0.015625058673542525
anscombe,1.0,1.0000057220458984,0.010377361216217126,,0.349609375,0.015624910593544424
anscombe,1.0,1.0000063180923462,0.012002098184671918,0.002943356784437997,0.381103515625,0.01562490128043081
anscombe,1.0,1.0000088214874268,0.011219429873332775,,0.36083984375,0.015624862165474863
anscombe,1.0,1.0000108480453491,0.012042242501759483,,0.3857421875,0.015624830501130152
anscombe,1.0,1.0000115633010864,0.008759577567749857,,0.3505859375,0.015624819325509718
anscombe,1.0,1.000018835067749,0.014349737584664622,,0.35595703125,0.015624705707609439
anscombe,1.0,1.0000191926956177,0.012588511413786835,,0.3837890625,0.015624700119886481
anscombe,1.0,1.0000206232070923,0.01262605883408214,,0.3779296875,0.015624677769034619
anscombe,1.0,1.0000221729278564,0.018708242389481954,,0.38525390625,0.015624653555683928
anscombe,1.0,1.0000224113464355,0.008048296255093791,,0.359375,0.015624649830559714
anscombe,1.0,1.000023365020752,0.017325250317520406,,0.38330078125,0.015624634930080617
anscombe,1.0,1.0000239610671997,0.012531121554356971,,0.361328125,0.015624625617295614
anscombe,1.0,1.0000263452529907,0.008581987034454494,,0.35546875,0.015624588366266614
anscombe,1.0,1.0000278949737549,0.012592774652369769,,0.39111328125,0.015624564153193014
anscombe,1.0,1.000028133392334,0.01072551231522906,,0.3701171875,0.015624560428111429
anscombe,1.0,1.0000298023223877,0.010379585008851697,,0.361328125,0.015624534352590067
anscombe,1.0,1.0000311136245728,0.01094228768072718,,0.3701171875,0.015624513864741481
anscombe,1.0,1.0000349283218384,0.010871983884061291,,0.38427734375,0.015624454264032916
anscombe,1.0,1.0000360012054443,0.011880486201338308,,0.36083984375,0.01562443750141556
anscombe,1.0,1.0000402927398682,0.00947697784743618,,0.36083984375,0.015624370451305802
anscombe,1.0,1.0000436305999756,0.007817978259704582,,0.36767578125,0.015624318301618291
anscombe,1.0,1.0000468492507935,0.010764653205597958,,0.38232421875,0.015624268014749313
anscombe,1.0,1.0000478029251099,0.00948769743238748,,0.36474609375,0.015624253114998446
anscombe,1.0,1.0000500679016113,0.008245179161397415,,0.35986328125,0.015624217728204031
anscombe,1.0,1.0000511407852173,0.011184268039063576,,0.3681640625,0.0156242009660942
anscombe,1.0,1.0000516176223755,0.012185205376245062,,0.37841796875,0.015624193516279155
anscombe,1.0,1.0000579357147217,0.011457246600419987,,0.3818359375,0.015624094806900484
anscombe,1.0,1.0000766515731812,0.01178786375888091,,0.35693359375,0.015623802410966128
anscombe,1.0,1.0000783205032349,0.011414288589836475,,0.37890625,0.01562377633797478
anscombe,1.0,1.0000914335250854,0.010260018065676491,,0.36865234375,0.015623571481784997
anscombe,1.0,1.0000996589660645,0.00886589152575531,,0.357421875,0.015623442983825866
anscombe,1.0,1.000107765197754,0.01102729799149268,,0.37158203125,0.015623316350223947
anscombe,1.0,1.0001380443572998,0.012807835301295279,,0.376953125,0.015622843354629915
anscombe,1.0,1.000186800956726,0.011327404293346404,,0.3740234375,0.01562208178017741
anscombe,1.0,1.0002262592315674,0.008001148665608786,,0.35888671875,0.01562146549922019
anscombe,2.0,1.9993294477462769,0.009030158380821794,,0.14013671875,0.007815120223239404
anscombe,2.0,1.9996670484542847,0.005837215033021443,,0.12548828125,0.007813800808528556
anscombe,2.0,1.999756097793579,0.007258601617188737,,0.1416015625,0.007813452859196062
anscombe,2.0,1.9997918605804443,0.008457848188803956,,0.1396484375,0.007813313129229763
anscombe,2.0,1.9997925758361816,0.00853314324274167,,0.14111328125,0.007813310334681413
anscombe,2.0,1.9998401403427124,0.008192287061798783,,0.13916015625,0.007813124501702594
anscombe,2.0,1.9999133348464966,0.006730781394889622,,0.126953125,0.007812838550426134
anscombe,2.0,1.9999362230300903,0.006212553501040058,,0.13134765625,0.007812749136733303
anscombe,2.0,1.9999477863311768,0.007574857741820955,,0.14111328125,0.00781270396496872
anscombe,2.0,1.9999606609344482,0.011288782378918156,,0.1318359375,0.007812653671247453
anscombe,2.0,1.9999809265136719,0.007069053191208138,,0.12890625,0.007812574506516519
anscombe,2.0,1.9999886751174927,0.007133343325596729,,0.14892578125,0.00781254423807279
anscombe,2.0,1.9999920129776,0.007573819161557896,,0.13623046875,0.007812531199430844
anscombe,2.0,1.9999924898147583,0.011491149855454252,,0.154296875,0.007812529336771262
anscombe,2.0,2.000011444091797,0.00823310410335569,,0.14794921875,0.007812455296772212
anscombe,2.0,2.0000126361846924,0.006176865298416093,0.0014390084190552906,0.134521484375,0.007812450640215405
anscombe,2.0,2.0000176429748535,0.007172919605175117,,0.1298828125,0.007812431082737431
anscombe,2.0,2.0000216960906982,0.00556013432707978,,0.134765625,0.007812415250565076
anscombe,2.0,2.000023126602173,0.00946830632141548,,0.15283203125,0.007812409662754859
anscombe,2.0,2.000037670135498,0.010019578073935949,,0.130859375,0.0078123528538047195
anscombe,2.0,2.0000383853912354,0.007128177438305735,,0.13525390625,0.0078123500599432405
anscombe,2.0,2.0000412464141846,0.007238454018148427,,0.13037109375,0.0078123388845173095
anscombe,2.0,2.000044345855713,0.006074568107802398,,0.1328125,0.007812326777841964
anscombe,2.0,2.000044822692871,0.009377667417846238,,0.15087890625,0.007812324915279857
anscombe,2.0,2.000046730041504,0.008164973223257297,,0.13623046875,0.007812317465040308
anscombe,2.0,2.0000479221343994,0.008012467338566828,,0.130859375,0.007812312808647807
anscombe,2.0,2.0000526905059814,0.009167310418854548,,0.140625,0.007812294183133307
anscombe,2.0,2.0000557899475098,0.007456092504476434,,0.12353515625,0.007812282076596507
anscombe,2.0,2.000056266784668,0.007996719798098122,,0.138671875,0.0078122802140557146
anscombe,2.0,2.0000596046447754,0.007323519766901692,,0.12744140625,0.007812267176295034
anscombe,2.0,2.0000622272491455,0.008115855833610923,,0.13623046875,0.007812256932370741
anscombe,2.0,2.0000698566436768,0.007225273815566424,,0.1318359375,0.007812227132016458
anscombe,2.0,2.0000720024108887,0.00621258526901385,,0.12646484375,0.00781221875070778
anscombe,2.0,2.0000805854797363,0.010241102209911234,,0.146484375,0.007812185225652901
anscombe,2.0,2.000087261199951,0.010972652478684009,,0.15576171875,0.0078121591508091455
anscombe,2.0,2.000093698501587,0.007198848901373812,,0.13720703125,0.0078121340073746565
anscombe,2.0,2.0000956058502197,0.007116260894925408,,0.13671875,0.007812126557499223
anscombe,2.0,2.0001001358032227,0.00901043932161239,,0.14990234375,0.0078121088641020155
anscombe,2.0,2.0001022815704346,0.007643392117287493,,0.140625,0.0078121004830471
anscombe,2.0,2.000103235244751,0.0064489053362923624,,0.1396484375,0.007812096758139577
anscombe,2.0,2.0001158714294434,0.007978913844645682,,0.1337890625,0.007812047403450242
anscombe,2.0,2.0001533031463623,0.006257646107040529,,0.12744140625,0.007811901205483064
anscombe,2.0,2.0001566410064697,0.008399425237829316,,0.1328125,0.00781188816898739
anscombe,2.0,2.000182867050171,0.007370476007341678,,0.14404296875,0.007811785740892498
anscombe,2.0,2.000199317932129,0.009457788476746894,,0.15625,0.007811721491912933
anscombe,2.0,2.000215530395508,0.010087291305218836,,0.1455078125,0.0078116581751119735
anscombe,2.0,2.0002760887145996,0.007079260978902568,,0.1220703125,0.007811421677314957
anscombe,2.0,2.000373601913452,0.007079839010363206,,0.14501953125,0.007811040890088705
anscombe,2.0,2.0004525184631348,0.011812804582420997,,0.16259765625,0.007810732749610095
anscombe,4.0,3.9986588954925537,0.005775557281960193,,0.0263671875,0.003907560111619702
anscombe,4.0,3.9993340969085693,0.004531340358292221,,0.02734375,0.003906900404264278
anscombe,4.0,3.999512195587158,0.0059326420478934445,,0.02978515625,0.003906726429598031
anscombe,4.0,3.9995837211608887,0.003810069684402309,,0.021484375,0.003906656564614881
anscombe,4.0,3.9995851516723633,0.006119248015991611,,0.021484375,0.003906655167340707
anscombe,4.0,3.999680280685425,0.004574959462329812,,0.01953125,0.003906562250851297
anscombe,4.0,3.999826669692993,0.005677086993319552,,0.02294921875,0.003906419275213067
anscombe,4.0,3.9998724460601807,0.004764794182531197,,0.025390625,0.003906374568366651
anscombe,4.0,3.9998955726623535,0.005032449548699856,,0.02099609375,0.00390635198248436
anscombe,4.0,3.9999213218688965,0.007057426183367898,,0.0185546875,0.003906326835623726
anscombe,4.0,3.9999618530273438,0.0032207686172182836,,0.01953125,0.0039062872532582595
anscombe,4.0,3.9999773502349854,0.005205264039969223,,0.02392578125,0.003906272119036395
anscombe,4.0,3.9999840259552,0.004530041528505854,,0.0205078125,0.003906265599715422
anscombe,4.0,3.9999849796295166,0.0037293727369494107,,0.029296875,0.003906264668385631
anscombe,4.0,4.000022888183594,0.003845358093082631,,0.02685546875,0.003906227648386106
anscombe,4.0,4.000025272369385,0.00500043400289643,0.0012135534486768598,0.0224609375,0.0039062253201077026
anscombe,4.0,4.000035285949707,0.003596126220663962,,0.017578125,0.0039062155413687157
anscombe,4.0,4.0000433921813965,0.005133596923364601,,0.02587890625,0.003906207625282538
anscombe,4.0,4.000046253204346,0.0034545685489588474,,0.02685546875,0.0039062048313774295
anscombe,4.0,4.000075340270996,0.0034705157805086013,,0.01806640625,0.0039061764269023597
anscombe,4.0,4.000076770782471,0.005610154297833375,,0.02294921875,0.0039061750299716202
anscombe,4.0,4.000082492828369,0.005330248364721768,,0.021484375,0.0039061694422586547
anscombe,4.0,4.000088691711426,0.004159572210480369,,0.025390625,0.003906163388920982
anscombe,4.0,4.000089645385742,0.0036959433469370647,,0.02734375,0.0039061624576399285
anscombe,4.0,4.000093460083008,0.005432197598489818,,0.02685546875,0.003906158732520154
anscombe,4.0,4.000095844268799,0.0032821937474493395,,0.0224609375,0.0039061564043239034
anscombe,4.0,4.000105381011963,0.00337717235770874,,0.0283203125,0.0039061470915666536
anscombe,4.0,4.0001115798950195,0.005233182610351113,,0.02392578125,0.0039061410382982536
anscombe,4.0,4.000112533569336,0.004931424882611568,,0.01953125,0.0039061401070278573
anscombe,4.0,4.000119209289551,0.0033602798909243693,,0.01953125,0.003906133588147517
anscombe,4.0,4.000124454498291,0.006499280438287399,,0.01708984375,0.0039061284661853703
anscombe,4.0,4.0001397132873535,0.003863917464866668,,0.021484375,0.003906113566008229
anscombe,4.0,4.000144004821777,0.00352610206068588,,0.01904296875,0.00390610937535389
anscombe,4.0,4.000161170959473,0.0032854108288639474,,0.0205078125,0.0039060926128264505
anscombe,4.0,4.000174522399902,0.0037938675430177478,,0.03369140625,0.0039060795754045727
anscombe,4.0,4.000187397003174,0.005833885137970166,,0.02001953125,0.0039060670036873283
anscombe,4.0,4.0001912117004395,0.004660144375931384,,0.01806640625,0.0039060632787496115
anscombe,4.0,4.000200271606445,0.0033710100538322657,,0.03173828125,0.0039060544320510078
anscombe,4.0,4.000204563140869,0.00551808597572177,,0.01904296875,0.00390605024152355
anscombe,4.0,4.000206470489502,0.0063990968999274485,,0.0244140625,0.0039060483790697887
anscombe,4.0,4.000231742858887,0.0060541721672168185,,0.02685546875,0.003906023701725121
anscombe,4.0,4.000306606292725,0.003728849497266261,,0.02001953125,0.003905950602741532
anscombe,4.0,4.0003132820129395,0.004373638160798354,,0.02587890625,0.003905944084493695
anscombe,4.0,4.000365734100342,0.005538257899148437,,0.01513671875,0.003905892870446249
anscombe,4.0,4.000398635864258,0.005653141625003498,,0.02734375,0.0039058607459564664
anscombe,4.0,4.000431060791016,0.005335943937033739,,0.02294921875,0.0039058290875559868
anscombe,4.0,4.000552177429199,0.004601327192117864,,0.0244140625,0.0039057108386574787
anscombe,4.0,4.000747203826904,0.0043809620141397835,,0.0224609375,0.0039055204450443525
anscombe,4.0,4.0009050369262695,0.0035875036380921695,,0.0224609375,0.0039053663748050476
anscombe,8.0,7.997317790985107,0.002538540876138292,,0.0,0.001953780055809851
anscombe,8.0,7.998668193817139,0.002810746189525151,,0.0,0.001953450202132139
anscombe,8.0,7.999024391174316,0.0025209043852473163,,0.00048828125,0.0019533632147990154
anscombe,8.0,7.999167442321777,0.002485649152263404,,0.0009765625,0.0019533282823074407
anscombe,8.0,7.999170303344727,0.0020150215380917093,,0.00048828125,0.0019533275836703533
anscombe,8.0,7.99936056137085,0.0021000133684236227,,0.0,0.0019532811254256485
anscombe,8.0,7.999653339385986,0.002512540264732504,,0.00048828125,0.0019532096376065336
anscombe,8.0,7.999744892120361,0.002848423384511649,,0.0,0.0019531872841833256
anscombe,8.0,7.999791145324707,0.0027446851152236247,,0.00048828125,0.00195317599124218
anscombe,8.0,7.999842643737793,0.0020867607361320963,,0.0,0.001953163417811863
anscombe,8.0,7.9999237060546875,0.0021059595677213544,,0.0,0.0019531436266291297
anscombe,8.0,7.999954700469971,0.002322915758170515,,0.00048828125,0.0019531360595181975
anscombe,8.0,7.9999680519104,0.0018992290727795986,,0.00048828125,0.001953132799857711
anscombe,8.0,7.999969959259033,0.0020562568890669704,,0.0009765625,0.0019531323341928156
anscombe,8.0,8.000045776367188,0.0019196450376101687,,0.00048828125,0.001953113824193053
anscombe,8.0,8.00005054473877,0.0022780529727014992,0.00016146522622871508,0.00048828125,0.0019531126600538513
anscombe,8.0,8.000070571899414,0.0023386907922516706,,0.00048828125,0.0019531077706843578
anscombe,8.0,8.000086784362793,0.0022196088024858045,,0.0,0.001953103812641269
anscombe,8.0,8.000092506408691,0.00203896439803862,,0.00048828125,0.0019531024156887147
anscombe,8.0,8.000150680541992,0.0023294353746729345,,0.00048828125,0.0019530882134511799
anscombe,8.0,8.000153541564941,0.0025885557396833833,,0.0,0.0019530875149858101
anscombe,8.0,8.000164985656738,0.002350215843998617,,0.0,0.0019530847211293274
anscombe,8.0,8.000177383422852,0.0022139532775245986,,0.0,0.001953081694460491
anscombe,8.0,8.000179290771484,0.0016708220202079828,,0.0009765625,0.0019530812288199642
anscombe,8.0,8.000186920166016,0.0024366834923715917,,0.00048828125,0.001953079366260077
anscombe,8.0,8.000191688537598,0.0022720025207370728,,0.00146484375,0.0019530782021619517
anscombe,8.0,8.000210762023926,0.002313739323732259,,0.00048828125,0.0019530735457833268
anscombe,8.0,8.000223159790039,0.0026480565571745185,,0.00048828125,0.0019530705191491268
anscombe,8.0,8.000225067138672,0.0019397482601152566,,0.0,0.0019530700535139286
anscombe,8.0,8.000238418579102,0.0017059304822744387,,0.0009765625,0.0019530667940737584
anscombe,8.0,8.000248908996582,0.002152524141674588,,0.0,0.0019530642330926851
anscombe,8.0,8.000279426574707,0.0017063320906836588,,0.00048828125,0.0019530567830041146
anscombe,8.0,8.000288009643555,0.0023217145898443412,,0.00048828125,0.001953054687676945
anscombe,8.0,8.000322341918945,0.0019921223176158987,,0.00146484375,0.0019530463064132253
anscombe,8.0,8.000349044799805,0.0024436814932212976,,0.00146484375,0.0019530397877022864
anscombe,8.0,8.000374794006348,0.002831710814002034,,0.00048828125,0.0019530335018436641
anscombe,8.0,8.000382423400879,0.0020146091434007016,,0.0,0.0019530316393748057
anscombe,8.0,8.00040054321289,0.0020133745945402734,,0.00048828125,0.0019530272160255039
anscombe,8.0,8.000409126281738,0.00185820124991297,,0.0,0.001953025120761775
anscombe,8.0,8.000412940979004,0.0023445356245449358,,0.00146484375,0.0019530241895348943
anscombe,8.0,8.000463485717773,0.002423010412033152,,0.0,0.0019530118508625605
anscombe,8.0,8.00061321258545,0.0022953189024511535,,0.0009765625,0.001952975301370766
anscombe,8.0,8.000626564025879,0.0024878453708964995,,0.00048828125,0.0019529720422468476
anscombe,8.0,8.000731468200684,0.002149919656668856,,0.0,0.0019529464352231246
anscombe,8.0,8.000797271728516,0.0019807977002677664,,0.0,0.0019529303729782332
anscombe,8.0,8.000862121582031,0.0023767781787864465,,0.0,0.0019529145437779934
anscombe,8.0,8.001104354858398,0.002241529805550578,,0.0,0.0019528554193287394
anscombe,8.0,8.001494407653809,0.002732547788656449,,0.0009765625,0.0019527602225221762
anscombe,8.0,8.001810073852539,0.0018710790441600633,,0.0009765625,0.0019526831874025238
anscombe,16.0,15.994635581970215,0.0016713154750389542,,0.0,0.0009768900279049256
anscombe,16.0,15.997336387634277,0.001661560196812472,,0.0,0.0009767251010660695
anscombe,16.0,15.998048782348633,0.0014600717109916517,,0.0,0.0009766816073995077
anscombe,16.0,15.998334884643555,0.001130962241672435,,0.0,0.0009766641411537204
anscombe,16.0,15.998340606689453,0.0013689548607390203,,0.0,0.0009766637918351766
anscombe,16.0,15.9987211227417,0.0014178216465549503,,0.0,0.0009766405627128242
anscombe,16.0,15.999306678771973,0.001546572525813881,,0.0,0.0009766048188032668
anscombe,16.0,15.999489784240723,0.0016310362685734991,,0.0,0.0009765936420916628
anscombe,16.0,15.999582290649414,0.0015022169102398238,,0.0,0.00097658799562109
anscombe,16.0,15.999685287475586,0.0014354374082371074,,0.0,0.0009765817089059316
anscombe,16.0,15.999847412109375,0.000935365448858612,,0.0,0.0009765718133145649
anscombe,16.0,15.999909400939941,0.001832219610790576,,0.0,0.0009765680297590988
anscombe,16.0,15.9999361038208,0.0010487551286091413,,0.0,0.0009765663999288555
anscombe,16.0,15.999939918518066,0.001211004421855448,,0.0,0.0009765661670964078
anscombe,16.0,16.000091552734375,0.001191143153706241,,0.0,0.0009765569120965265
anscombe,16.0,16.00010108947754,0.0012588004327193916,2.018726512737708e-07,0.0,0.0009765563300269257
anscombe,16.0,16.000141143798828,0.001256931019811697,,0.0,0.0009765538853421789
anscombe,16.0,16.000173568725586,0.0013496193388818421,,0.0,0.0009765519063206345
anscombe,16.0,16.000185012817383,0.001307324297416538,,0.0,0.0009765512078443574
anscombe,16.0,16.000301361083984,0.0012375313783058587,,0.0,0.0009765441067255899
anscombe,16.0,16.000307083129883,0.0013048983566962386,,0.0,0.0009765437574929051
anscombe,16.0,16.000329971313477,0.0012782401259046584,,0.0,0.0009765423605646637
anscombe,16.0,16.000354766845703,0.001652701847655657,,0.0,0.0009765408472302455
anscombe,16.0,16.00035858154297,0.001734429192892947,,0.0,0.0009765406144099821
