arm,sigma_a,object,rho,rel_mse_aligned,rel_mse_raw,n
hadamard_paired+pairwise,0.3,5,0.3,0.8000170872856964,3.633703342047351,5
hadamard_paired+pairwise,0.3,5,1.0,0.9057445240164743,8.593873664719089,5
hadamard_paired+pairwise,0.3,5,3.0,0.9342805446020064,12.615543183406484,5
hadamard_paired+pairwise,0.3,5,10.0,0.9372355786796638,13.234570489069352,5
hadamard_paired+pairwise,0.3,6,0.001,0.015717408520469576,0.016044912493309756,5
hadamard_paired+pairwise,0.3,6,0.003,0.04569030344486195,0.046523761470552136,5
hadamard_paired+pairwise,0.3,6,0.01,0.13723951751400848,0.14864239235299265,5
hadamard_paired+pairwise,0.3,6,0.03,0.3215493767583667,0.43600015758602534,5
hadamard_paired+pairwise,0.3,6,0.1,0.607531908474589,1.415962176500118,5
hadamard_paired+pairwise,0.3,6,0.3,0.8117526794326257,3.824905282669319,5
hadamard_paired+pairwise,0.3,6,1.0,0.911537604076045,9.040097734324878,5
hadamard_paired+pairwise,0.3,6,3.0,0.9381041163304044,13.266312797192077,5
hadamard_paired+pairwise,0.3,6,10.0,0.9409738700386099,13.929896499866555,5
hadamard_paired+pairwise,0.3,7,0.001,0.01801906767085655,0.018288460790683907,5
hadamard_paired+pairwise,0.3,7,0.003,0.052054933101846425,0.05318408916823077,5
hadamard_paired+pairwise,0.3,7,0.01,0.15385698128789063,0.1705391113240899,5
hadamard_paired+pairwise,0.3,7,0.03,0.35030641349196834,0.5019503647472463,5
hadamard_paired+pairwise,0.3,7,0.1,0.6348237837638684,1.6302493046083832,5
hadamard_paired+pairwise,0.3,7,0.3,0.8276060266704499,4.397055938092377,5
hadamard_paired+pairwise,0.3,7,1.0,0.9228842620349391,10.404407448845854,5
hadamard_paired+pairwise,0.3,7,3.0,0.9467912588805667,15.295342677795478,5
hadamard_paired+pairwise,0.3,7,10.0,0.9490460460545096,16.029098025252118,5
hadamard_paired+pairwise,0.3,8,0.001,0.016994564966143058,0.017366296988191858,5
hadamard_paired+pairwise,0.3,8,0.003,0.049315816753218784,0.05045268741655108,5
hadamard_paired+pairwise,0.3,8,0.01,0.14723156137021806,0.1610820838088511,5
hadamard_paired+pairwise,0.3,8,0.03,0.3401156944082506,0.47191841698501313,5
hadamard_paired+pairwise,0.3,8,0.1,0.6247110869341405,1.5313020750261679,5
hadamard_paired+pairwise,0.3,8,0.3,0.817813038902052,4.136975439814466,5
hadamard_paired+pairwise,0.3,8,1.0,0.9135491302274301,9.790165061802181,5
hadamard_paired+pairwise,0.3,8,3.0,0.9391919727738598,14.349100763478196,5
hadamard_paired+pairwise,0.3,8,10.0,0.9418067061180457,15.071700610838937,5
hadamard_paired+pairwise,0.3,9,0.001,0.013819665563423952,0.01424226691623411,5
hadamard_paired+pairwise,0.3,9,0.003,0.04031210423276799,0.041293904155166324,5
hadamard_paired+pairwise,0.3,9,0.01,0.12245400210254809,0.13098580061196702,5
hadamard_paired+pairwise,0.3,9,0.03,0.2936913137146321,0.38353430020262536,5
hadamard_paired+pairwise,0.3,9,0.1,0.5745455928889682,1.2415333773058785,5
hadamard_paired+pairwise,0.3,9,0.3,0.7886281026127204,3.3536207999600114,5
hadamard_paired+pairwise,0.3,9,1.0,0.9022451207202101,7.9345393898478225,5
hadamard_paired+pairwise,0.3,9,3.0,0.9333056711513953,11.636275768968531,5
hadamard_paired+pairwise,0.3,9,10.0,0.9365505934515432,12.21585762184991,5
hadamard_paired+pairwise,0.5,0,0.001,0.031671408345434346,0.033027695805696276,5
hadamard_paired+pairwise,0.5,0,0.003,0.08942152986685736,0.09179761201641012,5
hadamard_paired+pairwise,0.5,0,0.01,0.24646635826408128,0.27451873763641427,5
hadamard_paired+pairwise,0.5,0,0.03,0.49436602182445694,0.776530709790425,5
hadamard_paired+pairwise,0.5,0,0.1,0.7605354447840444,2.4855146036961515,5
hadamard_paired+pairwise,0.5,0,0.3,0.8950542035584388,6.57189794614075,5
hadamard_paired+pairwise,0.5,0,1.0,0.9516655225555747,15.043058627760843,5
hadamard_paired+pairwise,0.5,0,3.0,0.965358189040835,21.843602058841483,5
hadamard_paired+pairwise,0.5,0,10.0,0.9667138918401073,22.904155031244766,5
hadamard_paired+pairwise,0.5,1,0.001,0.031584094312715374,0.033116829248472555,5
hadamard_paired+pairwise,0.5,1,0.003,0.0892900898390171,0.09220154580006422,5
hadamard_paired+pairwise,0.5,1,0.01,0.24662923846785084,0.2744233365482657,5
hadamard_paired+pairwise,0.5,1,0.03,0.4951519753958397,0.7738023681561896,5
hadamard_paired+pairwise,0.5,1,0.1,0.7610055154220816,2.4703552244927183,5
hadamard_paired+pairwise,0.5,1,0.3,0.8983345080288938,6.552336362116684,5
hadamard_paired+pairwise,0.5,1,1.0,0.9570961363006247,14.938484854407168,5
hadamard_paired+pairwise,0.5,1,3.0,0.9710475722875731,21.759007056425624,5
hadamard_paired+pairwise,0.5,1,10.0,0.9723540857402215,22.849244677525327,5
hadamard_paired+pairwise,0.5,2,0.001,0.03599401677480442,0.037137550553945395,5
hadamard_paired+pairwise,0.5,2,0.003,0.10057679880630961,0.10356809518999846,5
hadamard_paired+pairwise,0.5,2,0.01,0.27046159092187383,0.3119532843527459,5
hadamard_paired+pairwise,0.5,2,0.03,0.5239219130772075,0.8868861122605797,5
hadamard_paired+pairwise,0.5,2,0.1,0.7809139412065821,2.8389898564119633,5
hadamard_paired+pairwise,0.5,2,0.3,0.9088602840056698,7.533650811169868,5
hadamard_paired+pairwise,0.5,2,1.0,0.9613100923040492,17.17768053339521,5
hadamard_paired+pairwise,0.5,2,3.0,0.9734102228891578,24.958996412213853,5
hadamard_paired+pairwise,0.5,2,10.0,0.9745566504538605,26.199220023971964,5
hadamard_paired+pairwise,0.5,3,0.001,0.03478001916688381,0.03592316282520298,5
hadamard_paired+pairwise,0.5,3,0.003,0.09773732551702334,0.09996234148310972,5
hadamard_paired+pairwise,0.5,3,0.01,0.26590743195755595,0.30110619608753625,5
hadamard_paired+pairwise,0.5,3,0.03,0.5223542511129671,0.8553602042757774,5
hadamard_paired+pairwise,0.5,3,0.1,0.7837297055233722,2.7326173531317077,5
hadamard_paired+pairwise,0.5,3,0.3,0.909385862146818,7.237687487332882,5
hadamard_paired+pairwise,0.5,3,1.0,0.9616187099556859,16.569615773361914,5
hadamard_paired+pairwise,0.5,3,3.0,0.974128378234527,23.91160206925043,5
hadamard_paired+pairwise,0.5,3,10.0,0.9753054701190227,25.218750656257754,5
hadamard_paired+pairwise,0.5,4,0.001,0.02890426366921254,0.030462686464020793,5
hadamard_paired+pairwise,0.5,4,0.003,0.08183495468854066,0.08467497985017805,5
hadamard_paired+pairwise,0.5,4,0.01,0.22798861354025632,0.25118174376540403,5
hadamard_paired+pairwise,0.5,4,0.03,0.46694040567449935,0.7092510818692295,5
hadamard_paired+pairwise,0.5,4,0.1,0.7393852247141244,2.2636239960241142,5
hadamard_paired+pairwise,0.5,4,0.3,0.8877736950063764,5.993939893616996,5
hadamard_paired+pairwise,0.5,4,1.0,0.9518022065397089,13.7716437797604,5
hadamard_paired+pairwise,0.5,4,3.0,0.9678015480007354,19.922294456341127,5
hadamard_paired+pairwise,0.5,4,10.0,0.9694328316408278,20.985869872284788,5
hadamard_paired+pairwise,0.5,5,0.001,0.04039023690153165,0.04135223324999532,5
hadamard_paired+pairwise,0.5,5,0.003,0.11197459215515396,0.1155446719789542,5
hadamard_paired+pairwise,0.5,5,0.01,0.2949610656128161,0.35047675673849643,5
hadamard_paired+pairwise,0.5,5,0.03,0.5542104085707027,0.997386644443447,5
hadamard_paired+pairwise,0.5,5,0.1,0.801081052499443,3.200839642202947,5
hadamard_paired+pairwise,0.5,5,0.3,0.9169457892510933,8.470150386433584,5
hadamard_paired+pairwise,0.5,5,1.0,0.9627309396770783,19.432665597959424,5
hadamard_paired+pairwise,0.5,5,3.0,0.9740661808047759,28.185367547492223,5
hadamard_paired+pairwise,0.5,5,10.0,0.975250073902431,29.616267033905466,5
hadamard_paired+pairwise,0.5,6,0.001,0.04249262524658355,0.04338377937685545,5
hadamard_paired+pairwise,0.5,6,0.003,0.11746071860171728,0.12116222260223301,5
hadamard_paired+pairwise,0.5,6,0.01,0.30664026686360446,0.3683513072175973,5
hadamard_paired+pairwise,0.5,6,0.03,0.5683918196427733,1.0483468526284097,5
hadamard_paired+pairwise,0.5,6,0.1,0.8116338905101455,3.3697371040607806,5
hadamard_paired+pairwise,0.5,6,0.3,0.923367991231081,8.924776195723638,5
hadamard_paired+pairwise,0.5,6,1.0,0.9654864106701739,20.4322274336787,5
hadamard_paired+pairwise,0.5,6,3.0,0.9758203982814584,29.560457659850755,5
hadamard_paired+pairwise,0.5,6,10.0,0.9769783047610423,31.108715602741995,5
hadamard_paired+pairwise,0.5,7,0.001,0.04844138808433631,0.049195981085467765,5
hadamard_paired+pairwise,0.5,7,0.003,0.13208672521002093,0.13776226389954566,5
hadamard_paired+pairwise,0.5,7,0.01,0.33460342973476453,0.4211373519938027,5
hadamard_paired+pairwise,0.5,7,0.03,0.5977091475307647,1.2055587085609045,5
hadamard_paired+pairwise,0.5,7,0.1,0.8264672469904653,3.8746243611398485,5
hadamard_paired+pairwise,0.5,7,0.3,0.9293470925082191,10.266194805035994,5
hadamard_paired+pairwise,0.5,7,1.0,0.9705871815322326,23.47889934892399,5
hadamard_paired+pairwise,0.5,7,3.0,0.9798149043129426,34.13995824626917,5
hadamard_paired+pairwise,0.5,7,10.0,0.9806192468862516,35.8351635206705,5
hadamard_paired+pairwise,0.5,8,0.001,0.04587032773790879,0.046857124392866524,5
hadamard_paired+pairwise,0.5,8,0.003,0.1261506424417025,0.1310932808020298,5
hadamard_paired+pairwise,0.5,8,0.01,0.3248471429413349,0.39844739515068117,5
hadamard_paired+pairwise,0.5,8,0.03,0.5897637008686856,1.1346626802411237,5
hadamard_paired+pairwise,0.5,8,0.1,0.8219287749597475,3.6411345415151204,5
hadamard_paired+pairwise,0.5,8,0.3,0.9243734593637944,9.651852832899689,5
hadamard_paired+pairwise,0.5,8,1.0,0.9652755627625413,22.146479539388455,5
hadamard_paired+pairwise,0.5,8,3.0,0.9755552716013242,32.025637745806726,5
hadamard_paired+pairwise,0.5,8,10.0,0.9765890893717039,33.57622018158496,5
hadamard_paired+pairwise,0.5,9,0.001,0.03747561974927261,0.03871548356295633,5
hadamard_paired+pairwise,0.5,9,0.003,0.10451923759328148,0.10811364602191001,5
hadamard_paired+pairwise,0.5,9,0.01,0.2794304455383091,0.32549511689531646,5
hadamard_paired+pairwise,0.5,9,0.03,0.5360906534894598,0.9241027905550503,5
hadamard_paired+pairwise,0.5,9,0.1,0.7895944691449724,2.951630466765457,5
hadamard_paired+pairwise,0.5,9,0.3,0.91222406448871,7.837593146603028,5
hadamard_paired+pairwise,0.5,9,1.0,0.9626865888129785,17.92757068476058,5
hadamard_paired+pairwise,0.5,9,3.0,0.9751005588872493,25.961916206782888,5
hadamard_paired+pairwise,0.5,9,10.0,0.9763860910611211,27.27950982847396,5
random_uniform+oracle,0.05,0,0.001,0.3046755894450258,0.49230200734424967,5
random_uniform+oracle,0.05,0,0.003,0.3046755926360394,0.4923020117724245,5
random_uniform+oracle,0.05,0,0.01,0.3046755891556442,0.49230201629275616,5
random_uniform+oracle,0.05,0,0.03,0.30467559187494103,0.4923020060217246,5
random_uniform+oracle,0.05,0,0.1,0.30467558794562744,0.49230200678998093,5
random_uniform+oracle,0.05,0,0.3,0.304675590663736,0.49230200068639396,5
random_uniform+oracle,0.05,0,1.0,0.30467559202924077,0.4923020071315126,5
random_uniform+oracle,0.05,0,3.0,0.3046755935922524,0.4923020210818933,5
random_uniform+oracle,0.05,0,10.0,0.30467559087144386,0.4923020076029001,5
random_uniform+oracle,0.05,1,0.001,0.3312979043979549,0.49802488208436346,5
random_uniform+oracle,0.05,1,0.003,0.3312978903475667,0.498024895579628,5
random_uniform+oracle,0.05,1,0.01,0.331297878116028,0.4980248772476001,5
random_uniform+oracle,0.05,1,0.03,0.3312978844333129,0.4980248767549183,5
random_uniform+oracle,0.05,1,0.1,0.33129788942231364,0.4980248812564786,5
random_uniform+oracle,0.05,1,0.3,0.33129790269704174,0.49802487886406227,5
random_uniform+oracle,0.05,1,1.0,0.3312978997722735,0.49802487272428386,5
random_uniform+oracle,0.05,1,3.0,0.33129789591784464,0.4980249052128755,5
random_uniform+oracle,0.05,1,10.0,0.3312978997419754,0.49802489530468963,5
random_uniform+oracle,0.05,2,0.001,0.3421910136342173,0.4785693509637087,5
random_uniform+oracle,0.05,2,0.003,0.342191012821378,0.47856934255097217,5
random_uniform+oracle,0.05,2,0.01,0.34219100789777523,0.4785693401982344,5
random_uniform+oracle,0.05,2,0.03,0.34219101071534624,0.4785693394294365,5
random_uniform+oracle,0.05,2,0.1,0.3421910049927767,0.478569343429431,5
random_uniform+oracle,0.05,2,0.3,0.34219101770537214,0.4785693562868284,5
random_uniform+oracle,0.05,2,1.0,0.342191013679192,0.4785693491183574,5
random_uniform+oracle,0.05,2,3.0,0.34219100998939467,0.4785693450114995,5
random_uniform+oracle,0.05,2,10.0,0.3421910120690439,0.4785693463927,5
random_uniform+oracle,0.05,3,0.001,0.3492049866064746,0.5095086563801751,5
random_uniform+oracle,0.05,3,0.003,0.3492049913451315,0.5095086604009972,5
random_uniform+oracle,0.05,3,0.01,0.34920498180310644,0.5095086527997046,5
random_uniform+oracle,0.05,3,0.03,0.34920499310598085,0.5095086583862791,5
random_uniform+oracle,0.05,3,0.1,0.34920498793296717,0.5095086533046584,5
random_uniform+oracle,0.05,3,0.3,0.3492049921775548,0.5095086502369219,5
random_uniform+oracle,0.05,3,1.0,0.3492049908299034,0.5095086589586615,5
random_uniform+oracle,0.05,3,3.0,0.3492049886910129,0.5095086566624082,5
random_uniform+oracle,0.05,3,10.0,0.34920499045772224,0.5095086455285823,5
random_uniform+oracle,0.05,4,0.001,0.3255565585575758,0.5442038049040542,5
random_uniform+oracle,0.05,4,0.003,0.3255565547671474,0.5442037898362557,5
random_uniform+oracle,0.05,4,0.01,0.3255565564024656,0.5442037980112491,5
random_uniform+oracle,0.05,4,0.03,0.32555655886710977,0.5442038013341466,5
random_uniform+oracle,0.05,4,0.1,0.3255565503052753,0.5442038037576742,5
random_uniform+oracle,0.05,4,0.3,0.32555655199929473,0.5442037867462705,5
random_uniform+oracle,0.05,4,1.0,0.32555655298698566,0.5442037947220733,5
random_uniform+oracle,0.05,4,3.0,0.3255565583620066,0.5442038106300705,5
random_uniform+oracle,0.05,4,10.0,0.32555655741838246,0.544203795413325,5
random_uniform+oracle,0.05,5,0.001,0.3341781143031127,0.4934511994455687,5
random_uniform+oracle,0.05,5,0.003,0.3341781193100913,0.4934512098700209,5
random_uniform+oracle,0.05,5,0.01,0.3341781192263067,0.4934512033658593,5
random_uniform+oracle,0.05,5,0.03,0.33417812470563674,0.4934512219430127,5
random_uniform+oracle,0.05,5,0.1,0.33417811657926627,0.49345120308452256,5
random_uniform+oracle,0.05,5,0.3,0.3341781169470878,0.49345120793855735,5
random_uniform+oracle,0.05,5,1.0,0.33417812108567474,0.49345121259435326,5
random_uniform+oracle,0.05,5,3.0,0.3341781188757524,0.4934512040244086,5
random_uniform+oracle,0.05,5,10.0,0.3341781159512175,0.49345119786469976,5
random_uniform+oracle,0.05,6,0.001,0.31920353526848216,0.4846212382930128,5
random_uniform+oracle,0.05,6,0.003,0.3192035363396698,0.48462124333366585,5
random_uniform+oracle,0.05,6,0.01,0.3192035326781796,0.48462122702702876,5
random_uniform+oracle,0.05,6,0.03,0.31920353384822586,0.4846212310222908,5
random_uniform+oracle,0.05,6,0.1,0.3192035334669872,0.48462123252340594,5
random_uniform+oracle,0.05,6,0.3,0.31920353058636985,0.4846212337195889,5
random_uniform+oracle,0.05,6,1.0,0.31920353265068757,0.48462123848176597,5
random_uniform+oracle,0.05,6,3.0,0.319203534517924,0.48462123572354737,5
random_uniform+oracle,0.05,6,10.0,0.31920353596211337,0.4846212392046533,5
random_uniform+oracle,0.05,7,0.001,0.337341356737277,0.526752874907302,5
random_uniform+oracle,0.05,7,0.003,0.33734135133790216,0.5267528799419522,5
random_uniform+oracle,0.05,7,0.01,0.33734136027249234,0.5267528654333258,5
random_uniform+oracle,0.05,7,0.03,0.33734135831772444,0.5267528837505824,5
random_uniform+oracle,0.05,7,0.1,0.3373413591500704,0.5267528818065552,5
random_uniform+oracle,0.05,7,0.3,0.33734136046668,0.5267528842918826,5
random_uniform+oracle,0.05,7,1.0,0.337341359346062,0.526752882722862,5
random_uniform+oracle,0.05,7,3.0,0.33734135732307446,0.5267528898170907,5
random_uniform+oracle,0.05,7,10.0,0.33734135515668145,0.5267528680114799,5
random_uniform+oracle,0.05,8,0.001,0.32271485906605335,0.5043874557658334,5
random_uniform+oracle,0.05,8,0.003,0.3227148628309782,0.5043874586141296,5
random_uniform+oracle,0.05,8,0.01,0.32271486549205874,0.5043874648401551,5
random_uniform+oracle,0.05,8,0.03,0.32271486102248836,0.5043874533440466,5
random_uniform+oracle,0.05,8,0.1,0.3227148649202803,0.5043874636900324,5
random_uniform+oracle,0.05,8,0.3,0.3227148652665884,0.5043874636297214,5
random_uniform+oracle,0.05,8,1.0,0.32271486320594484,0.504387465604929,5
random_uniform+oracle,0.05,8,3.0,0.3227148601441739,0.5043874665568243,5
random_uniform+oracle,0.05,8,10.0,0.3227148579438254,0.5043874505339225,5
random_uniform+oracle,0.05,9,0.001,0.31968237531514393,0.5066149438952188,5
random_uniform+oracle,0.05,9,0.003,0.3196823798982535,0.5066149575838332,5
random_uniform+oracle,0.05,9,0.01,0.31968237823114076,0.506614944019216,5
random_uniform+oracle,0.05,9,0.03,0.31968238034657837,0.5066149570129552,5
random_uniform+oracle,0.05,9,0.1,0.3196823740741956,0.506614926210258,5
random_uniform+oracle,0.05,9,0.3,0.3196823769343643,0.5066149285286077,5
random_uniform+oracle,0.05,9,1.0,0.3196823799916251,0.5066149451622514,5
random_uniform+oracle,0.05,9,3.0,0.3196823829180455,0.5066149559632732,5
random_uniform+oracle,0.05,9,10.0,0.3196823758649126,0.5066149433767574,5
random_uniform+oracle,0.1,0,0.001,0.3046755868026546,0.492302000317563,5
random_uniform+oracle,0.1,0,0.003,0.3046755847209649,0.4923020054933702,5
random_uniform+oracle,0.1,0,0.01,0.30467558657350724,0.49230199869669355,5
random_uniform+oracle,0.1,0,0.03,0.3046755880807428,0.4923019901076269,5
random_uniform+oracle,0.1,0,0.1,0.3046755935870257,0.4923020181841412,5
random_uniform+oracle,0.1,0,0.3,0.3046755915564735,0.49230201876680474,5
random_uniform+oracle,0.1,0,1.0,0.30467559023075574,0.49230200595090057,5
random_uniform+oracle,0.1,0,3.0,0.3046755934083285,0.49230201123022377,5
random_uniform+oracle,0.1,0,10.0,0.3046755822972168,0.4923019927378795,5
random_uniform+oracle,0.1,1,0.001,0.33129789198921344,0.49802488071242745,5
random_uniform+oracle,0.1,1,0.003,0.33129790338652654,0.4980248824471644,5
random_uniform+oracle,0.1,1,0.01,0.3312978991331419,0.4980248787742315,5
random_uniform+oracle,0.1,1,0.03,0.3312979037257193,0.49802487901016657,5
random_uniform+oracle,0.1,1,0.1,0.33129790243798773,0.4980248891691269,5
random_uniform+oracle,0.1,1,0.3,0.33129790347179566,0.4980248979956503,5
random_uniform+oracle,0.1,1,1.0,0.33129790358466626,0.498024885559541,5
random_uniform+oracle,0.1,1,3.0,0.33129789878915566,0.4980248784508897,5
random_uniform+oracle,0.1,1,10.0,0.3312978967208599,0.49802488018024815,5
random_uniform+oracle,0.1,2,0.001,0.34219101232116456,0.47856935469980055,5
random_uniform+oracle,0.1,2,0.003,0.34219100651648915,0.4785693370510475,5
random_uniform+oracle,0.1,2,0.01,0.3421910157062172,0.47856936043541803,5
random_uniform+oracle,0.1,2,0.03,0.34219101049404566,0.47856934109731536,5
random_uniform+oracle,0.1,2,0.1,0.34219101168451915,0.4785693563214487,5
random_uniform+oracle,0.1,2,0.3,0.3421910054743271,0.4785693397711685,5
random_uniform+oracle,0.1,2,1.0,0.34219101010775066,0.4785693480195655,5
random_uniform+oracle,0.1,2,3.0,0.3421910171609587,0.4785693617820958,5
random_uniform+oracle,0.1,2,10.0,0.34219101572594685,0.47856936607082534,5
random_uniform+oracle,0.1,3,0.001,0.349204988366068,0.5095086600826783,5
random_uniform+oracle,0.1,3,0.003,0.34920498205066586,0.5095086545526947,5
random_uniform+oracle,0.1,3,0.01,0.3492049875649006,0.5095086457183368,5
random_uniform+oracle,0.1,3,0.03,0.3492049778045222,0.5095086476686231,5
random_uniform+oracle,0.1,3,0.1,0.3492049779492093,0.5095086435204111,5
random_uniform+oracle,0.1,3,0.3,0.34920498721854226,0.50950865833397,5
random_uniform+oracle,0.1,3,1.0,0.3492049568224222,0.509508643296241,5
random_uniform+oracle,0.1,3,3.0,0.3492049903418808,0.5095086630947883,5
random_uniform+oracle,0.1,3,10.0,0.34920497802791284,0.509508640093107,5
random_uniform+oracle,0.1,4,0.001,0.32555655095585895,0.5442038065344451,5
random_uniform+oracle,0.1,4,0.003,0.3255565544759306,0.5442038020163855,5
random_uniform+oracle,0.1,4,0.01,0.3255565575060393,0.544203801489912,5
random_uniform+oracle,0.1,4,0.03,0.325556549824847,0.5442038057593702,5
random_uniform+oracle,0.1,4,0.1,0.32555655396879646,0.5442038089255978,5
random_uniform+oracle,0.1,4,0.3,0.32555655795761285,0.5442037924861169,5
random_uniform+oracle,0.1,4,1.0,0.3255565609699129,0.544203819394681,5
random_uniform+oracle,0.1,4,3.0,0.3255565523141897,0.5442037920669546,5
random_uniform+oracle,0.1,4,10.0,0.32555655720026405,0.5442037976107325,5
random_uniform+oracle,0.1,5,0.001,0.33417812101861416,0.4934512219666619,5
random_uniform+oracle,0.1,5,0.003,0.33417811952453913,0.4934512112122477,5
random_uniform+oracle,0.1,5,0.01,0.33417811507928535,0.4934512003083471,5
random_uniform+oracle,0.1,5,0.03,0.3341781159535139,0.4934512089135542,5
random_uniform+oracle,0.1,5,0.1,0.33417812136045183,0.4934512183636999,5
random_uniform+oracle,0.1,5,0.3,0.3341781147572061,0.493451202619095,5
random_uniform+oracle,0.1,5,1.0,0.33417811354380983,0.49345117520332077,5
random_uniform+oracle,0.1,5,3.0,0.3341781211991931,0.49345120186684294,5
random_uniform+oracle,0.1,5,10.0,0.334178136217918,0.4934512252728494,5
random_uniform+oracle,0.1,6,0.001,0.3192035346008275,0.4846212385964548,5
random_uniform+oracle,0.1,6,0.003,0.3192035368292988,0.48462123942974494,5
random_uniform+oracle,0.1,6,0.01,0.3192035422098135,0.4846212391745782,5
random_uniform+oracle,0.1,6,0.03,0.31920353129179896,0.4846212253674242,5
random_uniform+oracle,0.1,6,0.1,0.31920354081274216,0.4846212508687505,5
random_uniform+oracle,0.1,6,0.3,0.31920354143701385,0.48462124921584093,5
random_uniform+oracle,0.1,6,1.0,0.31920353562392284,0.48462123035256355,5
random_uniform+oracle,0.1,6,3.0,0.3192035336816762,0.48462124198133194,5
random_uniform+oracle,0.1,6,10.0,0.31920353570505094,0.48462123201410867,5
random_uniform+oracle,0.1,7,0.001,0.33734135775065377,0.526752876490505,5
random_uniform+oracle,0.1,7,0.003,0.3373413604272609,0.5267528905678729,5
random_uniform+oracle,0.1,7,0.01,0.3373413703201084,0.526752900397068,5
random_uniform+oracle,0.1,7,0.03,0.33734136094359346,0.5267529045962875,5
random_uniform+oracle,0.1,7,0.1,0.33734136752714206,0.526752881372187,5
random_uniform+oracle,0.1,7,0.3,0.33734135416862965,0.5267528647188203,5
random_uniform+oracle,0.1,7,1.0,0.33734135099856183,0.526752846863386,5
random_uniform+oracle,0.1,7,3.0,0.33734136444640833,0.5267528663795881,5
random_uniform+oracle,0.1,7,10.0,0.3373413572464306,0.5267528548817386,5
random_uniform+oracle,0.1,8,0.001,0.3227148613574256,0.504387464602007,5
random_uniform+oracle,0.1,8,0.003,0.3227148595143919,0.5043874634958143,5
random_uniform+oracle,0.1,8,0.01,0.32271486045174547,0.5043874522284766,5
random_uniform+oracle,0.1,8,0.03,0.3227148681386891,0.5043874749928964,5
random_uniform+oracle,0.1,8,0.1,0.32271485573485753,0.5043874543528144,5
random_uniform+oracle,0.1,8,0.3,0.32271486452731196,0.504387463966958,5
random_uniform+oracle,0.1,8,1.0,0.32271486214702505,0.5043874595242713,5
random_uniform+oracle,0.1,8,3.0,0.3227148723366931,0.5043874801642749,5
random_uniform+oracle,0.1,8,10.0,0.3227148679727571,0.5043874775938247,5
random_uniform+oracle,0.1,9,0.001,0.3196823850670367,0.5066149495859181,5
random_uniform+oracle,0.1,9,0.003,0.3196823741312755,0.5066149252839336,5
random_uniform+oracle,0.1,9,0.01,0.3196823869269323,0.5066149507786174,5
random_uniform+oracle,0.1,9,0.03,0.3196823714626532,0.5066149330689406,5
random_uniform+oracle,0.1,9,0.1,0.3196823736336237,0.5066149292764239,5
random_uniform+oracle,0.1,9,0.3,0.31968238142257455,0.5066149511524909,5
random_uniform+oracle,0.1,9,1.0,0.3196823818378406,0.5066149639587041,5
random_uniform+oracle,0.1,9,3.0,0.31968237571694424,0.5066149366258013,5
random_uniform+oracle,0.1,9,10.0,0.31968238275883687,0.5066149652104631,5
random_uniform+oracle,0.15,0,0.001,0.30467558585996457,0.49230200825063647,5
random_uniform+oracle,0.15,0,0.003,0.30467558691348673,0.49230200998808077,5
random_uniform+oracle,0.15,0,0.01,0.3046755927034984,0.49230201414727387,5
random_uniform+oracle,0.15,0,0.03,0.30467559266379907,0.49230201272566365,5
random_uniform+oracle,0.15,0,0.1,0.3046755910182946,0.4923020004574733,5
random_uniform+oracle,0.15,0,0.3,0.30467559289871027,0.4923020269293816,5
random_uniform+oracle,0.15,0,1.0,0.3046755910379909,0.4923020046622277,5
random_uniform+oracle,0.15,0,3.0,0.3046755964939064,0.4923020161879748,5
random_uniform+oracle,0.15,0,10.0,0.3046755927840833,0.492302007328453,5
random_uniform+oracle,0.15,1,0.001,0.3312979055405055,0.49802490365300167,5
random_uniform+oracle,0.15,1,0.003,0.33129790201972864,0.49802488689078517,5
random_uniform+oracle,0.15,1,0.01,0.33129789820952693,0.4980248866830065,5
random_uniform+oracle,0.15,1,0.03,0.33129790365912526,0.49802489076418555,5
random_uniform+oracle,0.15,1,0.1,0.3312979022280632,0.49802488418799296,5
random_uniform+oracle,0.15,1,0.3,0.331297903612496,0.4980248909602015,5
random_uniform+oracle,0.15,1,1.0,0.3312979042284524,0.4980248891766462,5
random_uniform+oracle,0.15,1,3.0,0.33129790544394855,0.4980248963363018,5
random_uniform+oracle,0.15,1,10.0,0.3312979041650681,0.4980248923582102,5
random_uniform+oracle,0.15,2,0.001,0.3421910194653536,0.47856936138167344,5
random_uniform+oracle,0.15,2,0.003,0.342191012325086,0.4785693530107039,5
random_uniform+oracle,0.15,2,0.01,0.3421910149869938,0.4785693505769323,5
random_uniform+oracle,0.15,2,0.03,0.34219101272348207,0.47856934293455955,5
random_uniform+oracle,0.15,2,0.1,0.3421910163907856,0.478569354520368,5
random_uniform+oracle,0.15,2,0.3,0.34219100977680805,0.4785693405209447,5
random_uniform+oracle,0.15,2,1.0,0.3421910155390776,0.4785693524913831,5
random_uniform+oracle,0.15,2,3.0,0.3421910146101305,0.4785693498680371,5
random_uniform+oracle,0.15,2,10.0,0.34219101533614193,0.47856935928300787,5
random_uniform+oracle,0.15,3,0.001,0.3492049906963842,0.5095086592810504,5
random_uniform+oracle,0.15,3,0.003,0.34920498267146866,0.5095086547689416,5
random_uniform+oracle,0.15,3,0.01,0.3492049794153055,0.5095086395660668,5
random_uniform+oracle,0.15,3,0.03,0.3492049697069997,0.5095086453715458,5
random_uniform+oracle,0.15,3,0.1,0.3492049954398118,0.5095086601995247,5
