arm,sigma_a,rho,object,rel_mse,psnr,gain_rel_mse,n
random_uniform+agc,0.1,10.0,8,0.8547339213527559,10.140444299074396,0.010188071988523006,5
random_uniform+agc,0.1,10.0,9,0.8284625257323828,11.815745994767038,0.010182501003146171,5
random_uniform+agc,0.1,13.4004,0,0.8082905248928028,11.655066365566805,0.010181851871311664,5
random_uniform+agc,0.1,13.4004,1,0.8101048031185284,11.897810092622265,0.01020248681306839,5
random_uniform+agc,0.1,13.4004,2,0.8463467625792458,12.233001304130493,0.010173169896006584,5
random_uniform+agc,0.1,13.4004,3,0.8454602201581543,10.986100822323976,0.010184802860021592,5
random_uniform+agc,0.1,13.4004,4,0.7834445661922728,15.57314742296965,0.010191322676837445,5
random_uniform+agc,0.1,13.4004,5,0.8474429869696174,10.092938166722197,0.01019110418856144,5
random_uniform+agc,0.1,13.4004,6,0.8440254731665224,9.495192838039987,0.010195316933095454,5
random_uniform+agc,0.1,13.4004,7,0.8801076363098034,9.472069932689639,0.01018441654741764,5
random_uniform+agc,0.1,13.4004,8,0.85473420461046,10.140442826579974,0.010188070312142371,5
random_uniform+agc,0.1,13.4004,9,0.8284628244367479,11.815744416149537,0.010182501375675201,5
random_uniform+agc,0.1,20.0,0,0.8082905473132336,11.655066247495824,0.01018185243010521,5
random_uniform+agc,0.1,20.0,1,0.8101048147592642,11.897810027503123,0.01020248606801033,5
random_uniform+agc,0.1,20.0,2,0.8463467586093099,12.233001322999309,0.010173170268535614,5
random_uniform+agc,0.1,20.0,3,0.8454602471677868,10.986100686444848,0.01018480323255062,5
random_uniform+agc,0.1,20.0,4,0.7834445729604874,15.573147379735166,0.010191323235630989,5
random_uniform+agc,0.1,20.0,5,0.8474429786169901,10.09293820733767,0.010191104561090469,5
random_uniform+agc,0.1,20.0,6,0.8440254687743989,9.495192859648705,0.010195317305624485,5
random_uniform+agc,0.1,20.0,7,0.8801076509638829,9.472069859538365,0.010184416361153126,5
random_uniform+agc,0.1,20.0,8,0.8547342268522907,10.140442711912451,0.010188070125877857,5
random_uniform+agc,0.1,20.0,9,0.828462859608797,11.815744229535706,0.010182501189410687,5
random_uniform+agc,0.15,0.001,0,0.3695435451419689,15.053568736167247,0.000428514409577474,5
random_uniform+agc,0.15,0.001,1,0.3927786420899862,15.042277598435643,0.00042656729929149153,5
random_uniform+agc,0.15,0.001,2,0.4216679280880455,15.260662030677825,0.0004343692387919873,5
random_uniform+agc,0.15,0.001,3,0.41531259099313367,14.074130003539247,0.00044137235963717105,5
random_uniform+agc,0.15,0.001,4,0.37934264873710793,18.721249266476832,0.0004378091485705227,5
random_uniform+agc,0.15,0.001,5,0.4140278640351429,13.205067799024267,0.0004339570645242929,5
random_uniform+agc,0.15,0.001,6,0.399849987095915,12.740548692068373,0.0004324266104958951,5
random_uniform+agc,0.15,0.001,7,0.4315983331358619,12.567214147747919,0.0004330602241680026,5
random_uniform+agc,0.15,0.001,8,0.4096216346829505,13.335256639894862,0.00043381861760281024,5
random_uniform+agc,0.15,0.001,9,0.39063749815026433,15.08132779764209,0.000437863013939932,5
random_uniform+agc,0.15,0.002,0,0.42271806739491247,14.470616302515802,0.0008487427956424653,5
random_uniform+agc,0.15,0.002,1,0.4454034410353643,14.496853911002649,0.0008461596560664475,5
random_uniform+agc,0.15,0.002,2,0.48270805571960756,14.674282806519326,0.0008559287874959409,5
random_uniform+agc,0.15,0.002,3,0.46892828810949727,13.547414828305113,0.0008636399521492422,5
random_uniform+agc,0.15,0.002,4,0.4247326692102754,18.230800388988644,0.000858570879790932,5
random_uniform+agc,0.15,0.002,5,0.47870444383889366,12.575133119558497,0.0008570743259042502,5
random_uniform+agc,0.15,0.002,6,0.4640102634262556,12.09500852011738,0.000853666930925101,5
random_uniform+agc,0.15,0.002,7,0.501741061145559,11.91375682715221,0.00085321239894256,5
random_uniform+agc,0.15,0.002,8,0.47771934540274386,12.667723148845605,0.000856670644134283,5
random_uniform+agc,0.15,0.002,9,0.4476151634797157,14.490381072536351,0.0008608467062003911,5
random_uniform+agc,0.15,0.00298499,0,0.4669186768883189,14.039252382695441,0.0012594140833243727,5
random_uniform+agc,0.15,0.00298499,1,0.4892890265609336,14.088957105445084,0.0012561511248350143,5
random_uniform+agc,0.15,0.00298499,2,0.5315199779829985,14.255960932375666,0.0012673884397372604,5
random_uniform+agc,0.15,0.00298499,3,0.5126658375351839,13.160208257358054,0.0012761512538418175,5
random_uniform+agc,0.15,0.00298499,4,0.46332922014364986,17.853111674154203,0.0012695103650912642,5
random_uniform+agc,0.15,0.00298499,5,0.5303695329431409,12.12986033670904,0.0012694607255980372,5
random_uniform+agc,0.15,0.00298499,6,0.5146305587454396,11.64549986963638,0.0012647241353988647,5
random_uniform+agc,0.15,0.00298499,7,0.556002403520156,11.46774461331093,0.0012636445928364993,5
random_uniform+agc,0.15,0.00298499,8,0.5309514398706912,12.20894874185785,0.0012688550399616362,5
random_uniform+agc,0.15,0.00298499,9,0.49388872286164187,14.063167713853318,0.0012733977986499668,5
random_uniform+agc,0.15,0.003,0,0.4675387472380666,14.033494808286232,0.0012656435603275896,5
random_uniform+agc,0.15,0.003,1,0.48990471137916664,14.083497343934988,0.0012623715912923217,5
random_uniform+agc,0.15,0.003,2,0.5321926674347293,14.250465790992834,0.0012736275792121887,5
random_uniform+agc,0.15,0.003,3,0.5132738873400939,13.15505969318474,0.001282407995313406,5
random_uniform+agc,0.15,0.003,4,0.46387612721436805,17.847987733741274,0.0012757438234984875,5
random_uniform+agc,0.15,0.003,5,0.5310801287239835,12.124041303673577,0.0012757122283801436,5
random_uniform+agc,0.15,0.003,6,0.5153238223016461,11.639653679516917,0.0012709577567875385,5
random_uniform+agc,0.15,0.003,7,0.5567387649927641,11.461994198207197,0.0012698713224381208,5
random_uniform+agc,0.15,0.003,8,0.5316773299513305,12.203014931975607,0.0012751040514558554,5
random_uniform+agc,0.15,0.003,9,0.49453098812581403,14.057522942239146,0.0012796525843441486,5
random_uniform+agc,0.15,0.00445509,0,0.5213239400007208,13.560959657679987,0.0018655071267858147,5
random_uniform+agc,0.15,0.00445509,1,0.5432293763096748,13.634806163764281,0.0018614539643749596,5
random_uniform+agc,0.15,0.00445509,2,0.5892873095621917,13.80752383217212,0.001874119695276022,5
random_uniform+agc,0.15,0.00445509,3,0.5654189110802734,12.734687231080496,0.0018846901599317788,5
random_uniform+agc,0.15,0.00445509,4,0.511867381848081,17.420286959380036,0.001876083784736693,5
random_uniform+agc,0.15,0.00445509,5,0.5911669989995576,11.658078320401067,0.001877269078977406,5
random_uniform+agc,0.15,0.00445509,6,0.5737526812131675,11.173084144546053,0.001871080812998116,5
random_uniform+agc,0.15,0.00445509,7,0.6181130517889157,11.007499837920111,0.0018695170991122722,5
random_uniform+agc,0.15,0.00445509,8,0.5925221136026373,11.732350886082646,0.0018764798296615481,5
random_uniform+agc,0.15,0.00445509,9,0.5495041594745069,13.599609297829986,0.0018814663169905543,5
random_uniform+agc,0.15,0.0066492,0,0.5839071404834646,13.068660680114153,0.0027541988994926212,5
random_uniform+agc,0.15,0.0066492,1,0.604951793107045,13.167261920345391,0.0027494838926941157,5
random_uniform+agc,0.15,0.0066492,2,0.6526969429478797,13.36304936119348,0.0027631194796413185,5
random_uniform+agc,0.15,0.0066492,3,0.6246580593541035,12.30165192935082,0.0027765063103288414,5
random_uniform+agc,0.15,0.0066492,4,0.5690834494579295,16.959819366748786,0.002766083041206002,5
random_uniform+agc,0.15,0.0066492,5,0.6571994293454414,11.197605878528085,0.0027676559519022705,5
random_uniform+agc,0.15,0.0066492,6,0.6377289020901313,10.713603839955827,0.0027599611785262823,5
random_uniform+agc,0.15,0.0066492,7,0.6837485978672444,10.568706068873908,0.002758433436974883,5
random_uniform+agc,0.15,0.0066492,8,0.6583198669389151,11.274836138451679,0.002766833687201142,5
random_uniform+agc,0.15,0.0066492,9,0.6117026176643525,13.133680386842832,0.0027721024118363856,5
random_uniform+agc,0.15,0.0099239,0,0.6503502850891075,12.600360425228994,0.004038947075605393,5
random_uniform+agc,0.15,0.0099239,1,0.6698528340694335,12.72437836794455,0.004033884359523654,5
random_uniform+agc,0.15,0.0099239,2,0.7165889741231819,12.956801053945807,0.004047555988654495,5
random_uniform+agc,0.15,0.0099239,3,0.6859480800661366,11.894812209846409,0.004064927389845252,5
random_uniform+agc,0.15,0.0099239,4,0.6314072602144002,16.50822543475102,0.004053722228854894,5
random_uniform+agc,0.15,0.0099239,5,0.7226884185678769,10.7845223552293,0.004053813312202692,5
random_uniform+agc,0.15,0.0099239,6,0.7013499223394595,10.300153942325508,0.0040448832791298624,5
random_uniform+agc,0.15,0.0099239,7,0.7473169323803805,10.182109614944551,0.004044182086363435,5
random_uniform+agc,0.15,0.0099239,8,0.7226900308419779,10.869483269866443,0.004053281340748072,5
random_uniform+agc,0.15,0.0099239,9,0.6757267083537876,12.701167759716911,0.004058565013110638,5
random_uniform+agc,0.15,0.01,0,0.6516183156078268,12.591893371281108,0.004068125225603581,5
random_uniform+agc,0.15,0.01,1,0.671083266841876,12.716401982453027,0.004063059436157345,5
random_uniform+agc,0.15,0.01,2,0.7177748690054008,12.949608295089245,0.004076720960438251,5
random_uniform+agc,0.15,0.01,3,0.6871024533010919,11.887503297807024,0.004094178648665547,5
random_uniform+agc,0.15,0.01,4,0.6326120153038427,16.49994320064422,0.004082975024357438,5
random_uniform+agc,0.15,0.01,5,0.7238917817526218,10.777287918577533,0.004083013627678156,5
random_uniform+agc,0.15,0.01,6,0.7025240584294699,10.29288075979666,0.004074067389592528,5
random_uniform+agc,0.15,0.01,7,0.7484730572110617,10.175387310770938,0.0040733861736953255,5
random_uniform+agc,0.15,0.01,8,0.7238657464067038,10.862420119731416,0.004082489293068647,5
random_uniform+agc,0.15,0.01,9,0.6769291563918421,12.693443435970071,0.004087772592902184,5
random_uniform+agc,0.15,0.0148114,0,0.7148611755773372,12.189146186083587,0.005841667298227549,5
random_uniform+agc,0.15,0.0148114,1,0.7319664060065347,12.338931834772367,0.0058366145007312294,5
random_uniform+agc,0.15,0.0148114,2,0.7753739605585468,12.613889924491492,0.005849102698266506,5
random_uniform+agc,0.15,0.0148114,3,0.743992594034077,11.54173831660339,0.0058714024722576145,5
random_uniform+agc,0.15,0.0148114,4,0.6933805532097771,16.1015115015225,0.005861160159111023,5
random_uniform+agc,0.15,0.0148114,5,0.7816821508295343,10.443352053705933,0.005857110116630792,5
random_uniform+agc,0.15,0.0148114,6,0.7593243675453702,9.954818037044499,0.005848147720098495,5
random_uniform+agc,0.15,0.0148114,7,0.8036046729603139,9.866346804962808,0.005848455615341664,5
random_uniform+agc,0.15,0.0148114,8,0.7800693544621107,10.537515882875166,0.0058573328889906405,5
random_uniform+agc,0.15,0.0148114,9,0.7360287770412264,12.32982712055849,0.00586270559579134,5
random_uniform+agc,0.15,0.0221059,0,0.7718737054278026,11.855383341279587,0.00824053566902876,5
random_uniform+agc,0.15,0.0221059,1,0.7858375710691139,12.030229412716126,0.008235995657742023,5
random_uniform+agc,0.15,0.0221059,2,0.8247565679568949,12.3454642486654,0.008246203791350127,5
random_uniform+agc,0.15,0.0221059,3,0.7941748055935014,11.25803435574687,0.008273624628782273,5
random_uniform+agc,0.15,0.0221059,4,0.7491274614705767,15.765760419267329,0.008266199473291635,5
random_uniform+agc,0.15,0.0221059,5,0.8299467310085065,10.1829358719739,0.008255380019545556,5
random_uniform+agc,0.15,0.0221059,6,0.8077805196381247,9.685862970007438,0.008248824533075095,5
random_uniform+agc,0.15,0.0221059,7,0.8492863423783223,9.625996393186114,0.008249139599502086,5
random_uniform+agc,0.15,0.0221059,8,0.8266641973409374,10.285466389872388,0.008256786037236452,5
random_uniform+agc,0.15,0.0221059,9,0.7879545944537881,12.033723409592074,0.008263018168509006,5
random_uniform+agc,0.15,0.03,0,0.8079664372896262,11.656553662495318,0.01043893676251173,5
random_uniform+agc,0.15,0.03,1,0.8193141604648911,11.84887727099116,0.010435562767088413,5
random_uniform+agc,0.15,0.03,2,0.8547726664114428,12.190115630263145,0.010443119332194328,5
random_uniform+agc,0.15,0.03,3,0.8254216431777819,11.09029298695339,0.010474102012813092,5
random_uniform+agc,0.15,0.03,4,0.7846396620386604,15.56476511930602,0.010469980910420418,5
random_uniform+agc,0.15,0.03,5,0.8585108319680428,10.035895360563543,0.01045270636677742,5
random_uniform+agc,0.15,0.03,6,0.8372139594401734,9.530266339447289,0.010449912585318088,5
random_uniform+agc,0.15,0.03,7,0.8763870540384998,9.489472342248417,0.010449155792593956,5
random_uniform+agc,0.15,0.03,8,0.8541509577501805,10.143384735664458,0.010454950481653213,5
random_uniform+agc,0.15,0.03,9,0.8202435701909676,11.859267728343601,0.010462433472275734,5
random_uniform+agc,0.15,0.032993,0,0.8177605385884921,11.60412450130672,0.01117066852748394,5
random_uniform+agc,0.15,0.032993,1,0.8283071300976607,11.801418449139911,0.011167926713824272,5
random_uniform+agc,0.15,0.032993,2,0.8627404779147213,12.149801606064804,0.011174367554485799,5
random_uniform+agc,0.15,0.032993,3,0.8338316437884495,11.046225702433924,0.011206367798149586,5
random_uniform+agc,0.15,0.032993,4,0.7942577393415589,15.511908841598236,0.011203464306890964,5
random_uniform+agc,0.15,0.032993,5,0.8659759305997181,9.99827922675178,0.011184076964855193,5
random_uniform+agc,0.15,0.032993,6,0.8450401324095491,9.489812683300837,0.011182724311947823,5
random_uniform+agc,0.15,0.032993,7,0.8835137165097737,9.45427333165954,0.011181447096168995,5
random_uniform+agc,0.15,0.032993,8,0.8613450207931302,10.106958008718808,0.011186494491994381,5
random_uniform+agc,0.15,0.032993,9,0.8289403527780153,11.813445198408871,0.011194370873272418,5
random_uniform+agc,0.15,0.0492418,0,0.8514681983700754,11.428346043996338,0.014314870163798333,5
random_uniform+agc,0.15,0.0492418,1,0.8589805043166127,11.643299030208976,0.01431692149490118,5
random_uniform+agc,0.15,0.0492418,2,0.889471896038534,12.01723761926122,0.014316311478614807,5
random_uniform+agc,0.15,0.0492418,3,0.8625626476554913,10.898938864622254,0.014351910166442394,5
random_uniform+agc,0.15,0.0492418,4,0.8270654509268107,15.336390324541105,0.014354881457984447,5
random_uniform+agc,0.15,0.0492418,5,0.8905977982302733,9.876503013388831,0.01432723794132471,5
random_uniform+agc,0.15,0.0492418,6,0.8714741245268431,9.35588373166789,0.01433244813233614,5
random_uniform+agc,0.15,0.0492418,7,0.9073690830690653,9.338477263729756,0.014328292198479175,5
random_uniform+agc,0.15,0.0492418,8,0.885345600750329,9.987623579958926,0.014329596422612667,5
random_uniform+agc,0.15,0.0492418,9,0.8588021791923905,11.65964659682584,0.014338124543428421,5
random_uniform+agc,0.15,0.0734932,0,0.8739098498141239,11.315126230257802,0.017152181826531887,5
random_uniform+agc,0.15,0.0734932,1,0.879217854542514,11.541980222039161,0.017162293009459973,5
random_uniform+agc,0.15,0.0734932,2,0.9063941091259015,11.935370059816426,0.017150835879147053,5
random_uniform+agc,0.15,0.0734932,3,0.8816494118619872,10.803761856309166,0.01718806866556406,5
random_uniform+agc,0.15,0.0734932,4,0.8484302343700192,15.2259233058521,0.01719714216887951,5
random_uniform+agc,0.15,0.0734932,5,0.9057010638112342,9.803522763366173,0.017164989188313485,5
random_uniform+agc,0.15,0.0734932,6,0.8888084228259503,9.270250021354363,0.01717543080449104,5
random_uniform+agc,0.15,0.0734932,7,0.9228320660729097,9.265013408653349,0.017168033868074417,5
random_uniform+agc,0.15,0.0734932,8,0.9009413636702867,9.911831267509474,0.01716577559709549,5
random_uniform+agc,0.15,0.0734932,9,0.8790827514243015,11.558183355552217,0.01717190332710743,5
random_uniform+agc,0.15,0.1,0,0.8847881412098648,11.261281347139299,0.01885009929537773,5
random_uniform+agc,0.15,0.1,1,0.8889567561375473,11.494037517514183,0.01886725574731827,5
random_uniform+agc,0.15,0.1,2,0.9140337575265999,11.898908494575656,0.018846030160784722,5
random_uniform+agc,0.15,0.1,3,0.8912074696215517,10.756876680383368,0.01888248398900032,5
random_uniform+agc,0.15,0.1,4,0.8586639673251513,15.174064941814681,0.01889539211988449,5
random_uniform+agc,0.15,0.1,5,0.9122098513868917,9.772504141204148,0.018864136934280396,5
random_uniform+agc,0.15,0.1,6,0.8974516980335607,9.228186332076655,0.018876298516988754,5
random_uniform+agc,0.15,0.1,7,0.9304030821995241,9.229473060154437,0.018866630271077156,5
random_uniform+agc,0.15,0.1,8,0.9086129197102044,9.875025966192831,0.018862852081656455,5
random_uniform+agc,0.15,0.1,9,0.889560369019294,11.506677938854006,0.018864940106868743,5
random_uniform+agc,0.15,0.109688,0,0.8871823684307081,11.249516859682412,0.0192653376609087,5
random_uniform+agc,0.15,0.109688,1,0.8910712038034194,11.483700801388007,0.019284576922655106,5
random_uniform+agc,0.15,0.109688,2,0.9156072303585588,11.891436381753097,0.019260313734412192,5
random_uniform+agc,0.15,0.109688,3,0.8934245885619001,10.74607545994586,0.019296199083328247,5
random_uniform+agc,0.15,0.109688,4,0.8609378419154483,15.162634142350612,0.019310015067458153,5
random_uniform+agc,0.15,0.109688,5,0.9134902313302955,9.766442258131303,0.01927984468638897,5
random_uniform+agc,0.15,0.109688,6,0.8994567102914754,9.218490026828961,0.019292078912258148,5
random_uniform+agc,0.15,0.109688,7,0.9321134441234535,9.221481045864056,0.019281753897666933,5
random_uniform+agc,0.15,0.109688,8,0.9103446624266427,9.866756995184081,0.0192778542637825,5
random_uniform+agc,0.15,0.109688,9,0.8920202610209582,11.494674594870629,0.01927846260368824,5
random_uniform+agc,0.15,0.163709,0,0.8941709338910799,11.215343679043858,0.020620097219944,5
random_uniform+agc,0.15,0.163709,1,0.8969300204819888,11.455219002320765,0.020648057386279107,5
random_uniform+agc,0.15,0.163709,2,0.9197213378666828,11.871964386485681,0.020610255002975465,5
random_uniform+agc,0.15,0.163709,3,0.900720761945275,10.710734780453386,0.02064240276813507,5
random_uniform+agc,0.15,0.163709,4,0.8679379098502211,15.127632528956635,0.02065885104238987,5
random_uniform+agc,0.15,0.163709,5,0.9166454876704344,9.751614781239436,0.020637140795588493,5
random_uniform+agc,0.15,0.163709,6,0.9060559438826316,9.186752179486197,0.020647893846035003,5
random_uniform+agc,0.15,0.163709,7,0.9373447502593336,9.197123062532617,0.020634350925683977,5
random_uniform+agc,0.15,0.163709,8,0.9156739914954954,9.8413885109484,0.02063211128115654,5
random_uniform+agc,0.15,0.163709,9,0.8999424680312866,11.456243938284164,0.02062564417719841,5
random_uniform+agc,0.15,0.244335,0,0.8976450187676951,11.198469181580341,0.021456847339868544,5
random_uniform+agc,0.15,0.244335,1,0.8991622140617732,11.444477159186759,0.021493660658597945,5
random_uniform+agc,0.15,0.244335,2,0.9212762766468499,11.864646308000404,0.02144140303134918,5
random_uniform+agc,0.15,0.244335,3,0.9059465372379695,10.685619514152197,0.021468769386410715,5
random_uniform+agc,0.15,0.244335,4,0.8723381872798536,15.105758712299505,0.021486636996269227,5
random_uniform+agc,0.15,0.244335,5,0.918000715123075,9.745340159429395,0.02147747166454792,5
random_uniform+agc,0.15,0.244335,6,0.9106846914327698,9.16467536493261,0.021485472843050957,5
random_uniform+agc,0.15,0.244335,7,0.9401953326253162,9.183936144782878,0.02146693058311939,5
random_uniform+agc,0.15,0.244335,8,0.9188809925858656,9.82617970256454,0.02146998643875122,5
random_uniform+agc,0.15,0.244335,9,0.9047132696238412,11.433266780571945,0.021456222981214523,5
random_uniform+agc,0.15,0.3,0,0.8986672941522714,11.193551937398864,0.02176263853907585,5
random_uniform+agc,0.15,0.3,1,0.8995447434840436,11.442673814163985,0.021804239973425864,5
random_uniform+agc,0.15,0.3,2,0.9216432183691786,11.862928147487361,0.0217442624270916,5
random_uniform+agc,0.15,0.3,3,0.908281220970839,10.67444936764412,0.0217691108584404,5
random_uniform+agc,0.15,0.3,4,0.8741097460440498,15.096999417101761,0.021787631884217264,5
random_uniform+agc,0.15,0.3,5,0.9186436609035527,9.742351388078003,0.02178550362586975,5
random_uniform+agc,0.15,0.3,6,0.9126254776072191,9.155467874722286,0.02179221585392952,5
random_uniform+agc,0.15,0.3,7,0.9410923604707729,9.179824474550456,0.02177017815411091,5
random_uniform+agc,0.15,0.3,8,0.9201385140910766,9.82023047703785,0.02177707776427269,5
random_uniform+agc,0.15,0.3,9,0.9063071833092756,11.425617494142994,0.021759700775146485,5
random_uniform+agc,0.15,0.36467,0,0.8993358379662897,11.190380671283652,0.022000373899936677,5
random_uniform+agc,0.15,0.36467,1,0.8996668397599091,11.442132155143536,0.022046518698334693,5
random_uniform+agc,0.15,0.36467,2,0.9218632816427746,11.861896555013416,0.02197933420538902,5
random_uniform+agc,0.15,0.36467,3,0.9103774606613142,10.664443894010791,0.02200186736881733,5
random_uniform+agc,0.15,0.36467,4,0.8755754229056075,15.089791056079841,0.022021034732460976,5
random_uniform+agc,0.15,0.36467,5,0.9193354786917979,9.739114207212515,0.022025476023554803,5
random_uniform+agc,0.15,0.36467,6,0.914234318337795,9.147855834632168,0.022031185403466224,5
random_uniform+agc,0.15,0.36467,7,0.941708369469534,9.177030571787071,0.022005415707826614,5
random_uniform+agc,0.15,0.36467,8,0.9211983981419716,9.815221559573683,0.02201634384691715,5
random_uniform+agc,0.15,0.36467,9,0.9074047725952136,11.42035731140567,0.021995731815695762,5
random_uniform+agc,0.15,0.544268,0,0.9001106624788099,11.186850535365071,0.022362176701426505,5
random_uniform+agc,0.15,0.544268,1,0.8995624890139393,11.442734525635172,0.022416121885180475,5
random_uniform+agc,0.15,0.544268,2,0.9220741692747165,11.860881900393943,0.0223367840051651,5
random_uniform+agc,0.15,0.544268,3,0.9143086462011256,10.645734966407549,0.022355081886053084,5
random_uniform+agc,0.15,0.544268,4,0.8779430533982915,15.078250660390676,0.02237541563808918,5
random_uniform+agc,0.15,0.544268,5,0.920799614970371,9.73222782768791,0.022391205281019212,5
random_uniform+agc,0.15,0.544268,6,0.9167386487232048,9.136040804043144,0.022395597025752067,5
random_uniform+agc,0.15,0.544268,7,0.9424692657890856,9.173669785052429,0.02236248515546322,5
random_uniform+agc,0.15,0.544268,8,0.9230189855576443,9.806618849833466,0.0223811998963356,5
random_uniform+agc,0.15,0.544268,9,0.9086901771943975,11.414205201865673,0.022355349734425545,5
random_uniform+agc,0.15,0.812317,0,0.9005558860988467,11.184953266841552,0.022583914175629615,5
random_uniform+agc,0.15,0.812317,1,0.8991607996120905,11.444743791436297,0.022640616819262504,5
random_uniform+agc,0.15,0.812317,2,0.9220918316886714,11.860734603719346,0.022556888684630395,5
random_uniform+agc,0.15,0.812317,3,0.9175777665905429,10.630229554510285,0.022572074085474014,5
random_uniform+agc,0.15,0.812317,4,0.8795819350925876,15.070300894260106,0.022592542320489885,5
random_uniform+agc,0.15,0.812317,5,0.9217394812010695,9.727795998841994,0.02261415310204029,5
random_uniform+agc,0.15,0.812317,6,0.918153112729484,9.129376525079335,0.022618047893047333,5
random_uniform+agc,0.15,0.812317,7,0.9427883148712294,9.172375829730196,0.022581122070550918,5
random_uniform+agc,0.15,0.812317,8,0.9243160235170921,9.800477322882255,0.022604239732027055,5
random_uniform+agc,0.15,0.812317,9,0.9092252031069131,11.411653345128405,0.022576549276709556,5
random_uniform+agc,0.15,1.0,0,0.9008123246801525,11.183819263885573,0.022652747109532356,5
random_uniform+agc,0.15,1.0,1,0.8988479821968521,11.44627235081934,0.02270817942917347,5
random_uniform+agc,0.15,1.0,2,0.9220855300576106,11.86072246284792,0.02262617237865925,5
random_uniform+agc,0.15,1.0,3,0.9189475238790292,10.62374898565107,0.022640297189354897,5
random_uniform+agc,0.15,1.0,4,0.8802587147895744,15.066972070899174,0.02266017161309719,5
random_uniform+agc,0.15,1.0,5,0.9219039945529485,9.727016999256097,0.022682102397084236,5
random_uniform+agc,0.15,1.0,6,0.9185615273516102,9.127441004859033,0.022685980051755907,5
random_uniform+agc,0.15,1.0,7,0.9428653465541386,9.172105528513999,0.022649257257580758,5
random_uniform+agc,0.15,1.0,8,0.9248000022219388,9.79817905784808,0.02267266735434532,5
random_uniform+agc,0.15,1.0,9,0.9094213450398965,11.410719638011967,0.022645696252584457,5
random_uniform+agc,0.15,1.21238,0,0.9010960510387198,11.18251461550118,0.022693923115730284,5
random_uniform+agc,0.15,1.21238,1,0.8985176456856465,11.447872522156436,0.02274671494960785,5
random_uniform+agc,0.15,1.21238,2,0.9220939344374086,11.860644163600117,0.022668432071805,5
random_uniform+agc,0.15,1.21238,3,0.9200031998854667,10.618762053225613,0.02268190309405327,5
random_uniform+agc,0.15,1.21238,4,0.880821800770436,15.064154821374379,0.022700835764408112,5
random_uniform+agc,0.15,1.21238,5,0.921892523049182,9.727065466144055,0.022721629217267038,5
random_uniform+agc,0.15,1.21238,6,0.9188224454779572,9.126189812127366,0.02272559329867363,5
random_uniform+agc,0.15,1.21238,7,0.9429224151344506,9.171908937889857,0.022690296918153764,5
random_uniform+agc,0.15,1.21238,8,0.9251678512025137,9.796428690386414,0.022712859511375427,5
random_uniform+agc,0.15,1.21238,9,0.909624814607878,11.40974862983494,0.022687430679798126,5
random_uniform+agc,0.15,1.80947,0,0.9017547134455958,11.179376615263417,0.022731191664934158,5
random_uniform+agc,0.15,1.80947,1,0.8978352117997428,11.451149899055853,0.022776117920875548,5
random_uniform+agc,0.15,1.80947,2,0.9221556153418897,11.860285333532175,0.022708941996097565,5
random_uniform+agc,0.15,1.80947,3,0.9215670371262199,10.611386639871332,0.022721783071756364,5
random_uniform+agc,0.15,1.80947,4,0.8817794648570993,15.059244370413555,0.022738142311573027,5
random_uniform+agc,0.15,1.80947,5,0.9216001307345307,9.728424277506594,0.022754128277301788,5
random_uniform+agc,0.15,1.80947,6,0.9191759147647958,9.124452241400459,0.022758423164486886,5
random_uniform+agc,0.15,1.80947,7,0.9430520469033284,9.171402110580118,0.0227282103151083,5
random_uniform+agc,0.15,1.80947,8,0.9257779839854245,9.793518482138747,0.02274700701236725,5
random_uniform+agc,0.15,1.80947,9,0.9101455792540506,11.407254700402191,0.022726159170269968,5
random_uniform+agc,0.15,2.70063,0,0.9022909606326334,11.176762564825157,0.02273607850074768,5
random_uniform+agc,0.15,2.70063,1,0.8973439358663542,11.453490317973072,0.022773931547999383,5
random_uniform+agc,0.15,2.70063,2,0.922219363584737,11.85994245389134,0.02271667346358299,5
random_uniform+agc,0.15,2.70063,3,0.9224149356159735,10.607390176558889,0.022729352116584778,5
random_uniform+agc,0.15,2.70063,4,0.8823636516714883,15.05616540992356,0.02274346202611923,5
random_uniform+agc,0.15,2.70063,5,0.9212742317527972,9.72993836050469,0.022754746675491332,5
random_uniform+agc,0.15,2.70063,6,0.9193836921590721,9.123402064084198,0.022759339585900307,5
random_uniform+agc,0.15,2.70063,7,0.9431768134774868,9.170863019597357,0.022733937203884124,5
random_uniform+agc,0.15,2.70063,8,0.9262186639574453,9.791413944396728,0.0227489709854126,5
random_uniform+agc,0.15,2.70063,9,0.9106343255485877,11.40491018532759,0.022732192650437355,5
random_uniform+agc,0.15,3.0,0,0.9023893384313443,11.17627929116416,0.02273561656475067,5
random_uniform+agc,0.15,3.0,1,0.8972588945376746,11.453893864955385,0.022772135585546492,5
random_uniform+agc,0.15,3.0,2,0.9222305351932855,11.859882868886453,0.022716742381453513,5
random_uniform+agc,0.15,3.0,3,0.9225469443289326,10.606767564048555,0.022729400545358658,5
random_uniform+agc,0.15,3.0,4,0.8824566803689347,15.05566768011719,0.022743090614676477,5
random_uniform+agc,0.15,3.0,5,0.9212107430180714,9.730232984685431,0.022753481939435004,5
random_uniform+agc,0.15,3.0,6,0.9194190156141403,9.123221809270078,0.022758126631379126,5
random_uniform+agc,0.15,3.0,7,0.943201569970767,9.170752851435132,0.022733638063073158,5
