object,family,K_eff,basis,N,N_factor,seed,v,rel_mse,measured_leverage,theory_rel_mse,target_energy
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.001,0.0014181568412908521,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.003,0.0027051979998937038,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.01,0.009207139243864296,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.0001,8.737515516432666e-05,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.0003,0.00024812971468633993,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.001,0.0010729433043398455,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.003,0.0025559939496079464,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.01,0.005980600901647512,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.0001,9.215493637084562e-05,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.0003,0.00028639070570042824,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.001,0.0010266542309152694,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.003,0.0030233988576499836,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.01,0.011025837926943944,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.0001,0.00010336228698474469,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.0003,0.000269884092045698,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.001,0.0009836043437846395,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.003,0.003025712680029653,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.01,0.009375433093877334,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.0001,0.00010352286300547919,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.0003,0.0003124173838811315,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.001,0.0009881163565196676,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.003,0.0030055090021708837,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,2,0.01,0.011590590962394717,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.0001,0.00010829602550882812,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.0003,0.0003488872429218316,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.001,0.0010463811997352983,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.003,0.002756346301929397,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,3,0.01,0.009662567763364925,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,4,0.0001,0.00011189911503280676,1.0,0.0001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,4,0.0003,0.00027639161616408657,1.0,0.0003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,4,0.001,0.0010604294254454604,1.0,0.001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,4,0.003,0.00302391531791798,1.0,0.003,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,4,0.01,0.009188299660231833,1.0,0.01,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,0,0.0001,0.029872774828332536,318.85077363073816,0.03188507736307382,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,0,0.0003,0.08877876419321733,318.85077363073816,0.09565523208922144,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,0,0.001,0.3098845871650284,318.85077363073816,0.31885077363073816,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,0,0.003,0.8246013146343603,318.85077363073816,0.9565523208922145,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,0,0.01,3.097024704626883,318.85077363073816,3.1885077363073817,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,1,0.0001,0.029182202114142644,305.73814001865395,0.030573814001865398,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,1,0.0003,0.08372712502844873,305.73814001865395,0.09172144200559618,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,1,0.001,0.3016153903080853,305.73814001865395,0.30573814001865396,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,1,0.003,0.8601529057084781,305.73814001865395,0.9172144200559619,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,1,0.01,2.924935718489889,305.73814001865395,3.0573814001865394,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,2,0.0001,0.030634145529424124,295.6421723311251,0.029564217233112512,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,2,0.0003,0.08661196399217734,295.6421723311251,0.08869265169933752,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,2,0.001,0.2731148939894937,295.6421723311251,0.2956421723311251,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,2,0.003,0.9377437278085399,295.6421723311251,0.8869265169933753,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,2,0.01,3.0670371921696424,295.6421723311251,2.956421723311251,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,3,0.0001,0.030607550401655255,330.9777555861574,0.03309777555861574,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,3,0.0003,0.08223357113102336,330.9777555861574,0.09929332667584721,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,3,0.001,0.26776152526339614,330.9777555861574,0.3309777555861574,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,3,0.003,0.8945972442973963,330.9777555861574,0.9929332667584723,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,3,0.01,2.783763328378061,330.9777555861574,3.309777555861574,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,4,0.0001,0.031251314170685725,308.4029237367911,0.03084029237367911,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,4,0.0003,0.08387896653498748,308.4029237367911,0.09252087712103732,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,4,0.001,0.2905395503100472,308.4029237367911,0.30840292373679107,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,4,0.003,0.7524676152399964,308.4029237367911,0.9252087712103733,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,1024,1,4,0.01,2.9482004949487814,308.4029237367911,3.084029237367911,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,0,0.0001,0.013585627419969009,156.00844134974957,0.015600844134974957,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,0,0.0003,0.0441972852022937,156.00844134974957,0.046802532404924865,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,0,0.001,0.15098369809000198,156.00844134974957,0.1560084413497496,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,0,0.003,0.4969912235768385,156.00844134974957,0.46802532404924874,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,0,0.01,1.4234103369895703,156.00844134974957,1.5600844134974958,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,1,0.0001,0.014410261582016746,147.91792733420002,0.014791792733420002,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,1,0.0003,0.04509202383791968,147.91792733420002,0.04437537820026,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,1,0.001,0.14114996029142884,147.91792733420002,0.1479179273342,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,1,0.003,0.41469129820779604,147.91792733420002,0.4437537820026001,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,1,0.01,1.468553396452107,147.91792733420002,1.4791792733420002,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,2,0.0001,0.01490474338638938,143.94962491177986,0.014394962491177988,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,2,0.0003,0.041770303073472785,143.94962491177986,0.04318488747353395,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,2,0.001,0.15093543187275965,143.94962491177986,0.14394962491177987,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,2,0.003,0.4088008986213181,143.94962491177986,0.4318488747353396,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,2,0.01,1.3913587320231167,143.94962491177986,1.4394962491177987,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,3,0.0001,0.0140168859422416,150.59755979406424,0.015059755979406425,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,3,0.0003,0.04443848132677322,150.59755979406424,0.04517926793821927,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,3,0.001,0.14813464751996736,150.59755979406424,0.15059755979406425,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,3,0.003,0.41761029474179656,150.59755979406424,0.45179267938219275,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,3,0.01,1.4679571148980821,150.59755979406424,1.5059755979406424,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,4,0.0001,0.014043392250097717,150.45391075126432,0.015045391075126433,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,4,0.0003,0.04649346997361787,150.45391075126432,0.04513617322537929,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,4,0.001,0.15004085691051341,150.45391075126432,0.15045391075126432,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,4,0.003,0.40173839676537393,150.45391075126432,0.45136173225379295,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,2048,2,4,0.01,1.4282527640757818,150.45391075126432,1.5045391075126433,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,0,0.0001,0.007469714013047365,71.25389860901018,0.007125389860901018,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,0,0.0003,0.019524256000840467,71.25389860901018,0.021376169582703053,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,0,0.001,0.06777074121893945,71.25389860901018,0.07125389860901019,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,0,0.003,0.22012198078712256,71.25389860901018,0.21376169582703053,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,0,0.01,0.7745091691851455,71.25389860901018,0.7125389860901018,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,1,0.0001,0.007213031601885162,69.28739036092404,0.006928739036092404,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,1,0.0003,0.023991006086718593,69.28739036092404,0.02078621710827721,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,1,0.001,0.07227915371788265,69.28739036092404,0.06928739036092403,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,1,0.003,0.22322206174751352,69.28739036092404,0.2078621710827721,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,1,0.01,0.7143739078827047,69.28739036092404,0.6928739036092404,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,2,0.0001,0.006649987824562014,70.3577495340064,0.00703577495340064,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,2,0.0003,0.02199921688713039,70.3577495340064,0.02110732486020192,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,2,0.001,0.07110795936791751,70.3577495340064,0.0703577495340064,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,2,0.003,0.2066912650228047,70.3577495340064,0.2110732486020192,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,2,0.01,0.7295065794473224,70.3577495340064,0.7035774953400641,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,3,0.0001,0.007776822015889281,75.26164016065682,0.007526164016065683,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,3,0.0003,0.021707150168044878,75.26164016065682,0.022578492048197046,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,3,0.001,0.07064623048341698,75.26164016065682,0.07526164016065683,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,3,0.003,0.21980539686036926,75.26164016065682,0.2257849204819705,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,3,0.01,0.7853164504130733,75.26164016065682,0.7526164016065683,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,4,0.0001,0.006814594990409724,67.7871257234796,0.006778712572347961,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,4,0.0003,0.02159292987318053,67.7871257234796,0.02033613771704388,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,4,0.001,0.07606379055621572,67.7871257234796,0.0677871257234796,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,4,0.003,0.23731145776525236,67.7871257234796,0.2033613771704388,0.06494319704508411
digit_0,synthetic_digit,97.19698546760661,random_dgi,4096,4,4,0.01,0.7176155735222622,67.7871257234796,0.677871257234796,0.06494319704508411
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,0,0.0001,0.00010013620853970808,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,0,0.0003,0.0002269184698142233,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,0,0.001,0.0008798634936778034,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,0,0.003,0.0037779981438907204,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,0,0.01,0.011583070110506237,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,1,0.0001,0.00013863499404869202,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,1,0.0003,0.000270614427998521,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,1,0.001,0.0012085952699794377,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,1,0.003,0.0019562383440889005,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,1,0.01,0.007594351147015055,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,2,0.0001,8.210886540379559e-05,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,2,0.0003,0.00020579379015147315,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,2,0.001,0.0008435886911473425,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,2,0.003,0.002783177095168879,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,2,0.01,0.014247588111194361,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,3,0.0001,8.60714586629754e-05,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,3,0.0003,0.0003737210553869868,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,3,0.001,0.0016890250180127565,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,3,0.003,0.003617969142219625,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,3,0.01,0.01028126309361059,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,4,0.0001,7.325069374910488e-05,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,4,0.0003,0.00023199843947061785,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,4,0.001,0.0009676977940376467,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,4,0.003,0.0020259682488090887,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,orthogonal_inverse,1024,1,4,0.01,0.006196022802124195,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,0,0.0001,0.00011549581120462716,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,0,0.0003,0.0003106275974394546,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,0,0.001,0.0009595636355822862,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,0,0.003,0.002658825358225679,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,0,0.01,0.010523227059112322,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,1,0.0001,0.0001042736146331797,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,1,0.0003,0.0003046833595923039,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,1,0.001,0.0008701281450332868,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,1,0.003,0.0027685638462355577,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,1,0.01,0.009296108070892909,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,2,0.0001,9.25273065634481e-05,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,2,0.0003,0.0002860932565058255,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,2,0.001,0.0010977804295844397,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,2,0.003,0.0029579132295796343,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,2,0.01,0.011672340068006855,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,3,0.0001,0.00010713431521974348,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,3,0.0003,0.0003167582468011191,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,3,0.001,0.0010781516052010202,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,3,0.003,0.003342639314259549,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,3,0.01,0.010909802327569836,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,4,0.0001,0.0001126960381709055,1.0,0.0001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,4,0.0003,0.00026563761390359386,1.0,0.0003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,4,0.001,0.001001010479610218,1.0,0.001,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,4,0.003,0.003139418672067786,1.0,0.003,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,srht_inverse,1024,1,4,0.01,0.010606074197149547,1.0,0.01,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,0,0.0001,0.04260402185355699,459.46092059039216,0.04594609205903922,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,0,0.0003,0.12750940087829762,459.46092059039216,0.13783827617711764,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,0,0.001,0.4426092263772601,459.46092059039216,0.4594609205903922,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,0,0.003,1.175213239185751,459.46092059039216,1.3783827617711766,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,0,0.01,4.429544888773041,459.46092059039216,4.594609205903922,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,1,0.0001,0.04178806213696144,432.86131847745827,0.04328613184774583,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,1,0.0003,0.11847146024971396,432.86131847745827,0.12985839554323747,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,1,0.001,0.42713676753074903,432.86131847745827,0.4328613184774583,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,1,0.003,1.2210267858236703,432.86131847745827,1.2985839554323748,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,1,0.01,4.216323543485101,432.86131847745827,4.328613184774583,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,2,0.0001,0.04391135407311278,425.0875374790027,0.04250875374790027,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,2,0.0003,0.12308520996105611,425.0875374790027,0.1275262612437008,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,2,0.001,0.3901896615696181,425.0875374790027,0.42508753747900274,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,2,0.003,1.335786936815857,425.0875374790027,1.2752626124370081,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,2,0.01,4.390573425240421,425.0875374790027,4.250875374790027,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,3,0.0001,0.04358406411342565,472.7479695959116,0.047274796959591164,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,3,0.0003,0.11657882835098111,472.7479695959116,0.14182439087877347,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,3,0.001,0.3819878024501633,472.7479695959116,0.47274796959591164,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,3,0.003,1.302288187249277,472.7479695959116,1.418243908787735,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,3,0.01,3.981978818313582,472.7479695959116,4.727479695959117,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,4,0.0001,0.04514935738781788,432.20899491274844,0.04322089949127485,0.12800134724920043
