source_import,config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_binary_prior_loss,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0010,2,10,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.06,nlm,3,0.064,5,6,0.05,0.015,8.163745880126953,7.39050817489624,0.1897157728672027,0.0046856999397277,0.9740428844495652,8.458488464355469,0.0017946797888725,0.5084580183029175,0.1060544550418853,0.1897530853748321,0.8528461456298828,0.663093090057373,0.092097096145153,0.0163504015654325,0.0111891664564609,0.5806452035903931,0.2127685546875,1.7104511260986328,0.0002275393344461,0.0015671404544264,0.0046474323607981,0.0541801340878009,4.8761699872557074e-05,0.062743067741394
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0011,2,11,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02,8.105669975280762,7.405512809753418,0.1913970708847046,0.0046856999397277,0.9740428844495652,8.470444679260254,0.0017695815768092,0.5084002017974854,0.1071893572807312,0.1876629889011383,0.8550674915313721,0.6674045324325562,0.0941516309976577,0.0167559906840324,0.0114404605701565,0.5806452035903931,0.2127685546875,1.738348126411438,0.0002275393489981,0.001542042242363,0.0046469019725918,0.0541623383760452,5.035106369177811e-05,0.0622183457016944
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0012,2,12,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.06,5,6,0.05,0.005,7.367950439453125,7.236400604248047,0.1902091801166534,0.0046856999397277,0.9740428844495652,7.60837459564209,0.0018103272886946,0.5196201801300049,0.1074484437704086,0.1712117791175842,0.9028783440589904,0.7316665649414062,0.0973190814256668,0.0173044577240943,0.0114373518154025,0.5806452035903931,0.21478271484375,1.8085007667541504,0.000227569922572,0.0015827573370188,0.0040770480409264,0.0543134734034538,6.668685819022357e-05,0.0627121180295944
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0013,2,13,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.06,5,6,0.05,0.01,7.31336498260498,7.250726699829102,0.1918426305055618,0.0046856999397277,0.9740428844495652,7.656053066253662,0.0017869527218863,0.5195534825325012,0.1086012199521064,0.1691017299890518,0.904605507850647,0.7355037927627563,0.0994482859969139,0.0177399702370166,0.0116585725918412,0.5806452035903931,0.21490478515625,1.828537106513977,0.0002275674050906,0.0015593853313475,0.0040753073990345,0.0542944222688674,6.823899457231164e-05,0.0622488409280777
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0014,2,14,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.06,5,6,0.05,0.015,7.258002758026123,7.26494026184082,0.1934722065925598,0.0046856999397277,0.9740428844495652,7.694751739501953,0.0017646021442487,0.5194962024688721,0.1097645163536071,0.1669835299253463,0.906045377254486,0.7390618324279785,0.1016089245676994,0.0181865245103836,0.0118677681311964,0.5806452035903931,0.2149658203125,1.852547645568848,0.0002275683073094,0.0015370338223874,0.0040735146030783,0.0542751401662826,6.983487401157618e-05,0.0618036352097988
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0015,3,15,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.06,5,6,0.05,0.02,7.203052520751953,7.279207229614258,0.1950997412204742,0.0046856999397277,0.9740428844495652,7.725508213043213,0.0017430469160899,0.5194362998008728,0.1109359487891197,0.1648993492126464,0.9071410298347472,0.7422416806221008,0.1037907302379608,0.018643319606781,0.012091533280909,0.5806452035903931,0.21502685546875,1.875494718551636,0.0002275694860145,0.0015154774300754,0.0040716668590903,0.0542555898427963,7.148757140384987e-05,0.0613694339990615
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0016,3,16,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.062,5,6,0.05,0.005,7.890332698822021,7.234358310699463,0.1883135139942169,0.0046856999397277,0.9740428844495652,7.950803756713867,0.001905373763293,0.5191330909729004,0.1059644147753715,0.1843219250440597,0.8782220482826233,0.6939001083374023,0.0923865139484405,0.0163853354752063,0.0112250540405511,0.5806452035903931,0.21405029296875,1.7483413219451904,0.0002275612059747,0.0016778125427663,0.0043698418885469,0.0542914196848869,6.940314779058099e-05,0.064641386270523
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0017,3,17,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.062,5,6,0.05,0.01,7.832344055175781,7.248577117919922,0.1899670958518982,0.0046856999397277,0.9740428844495652,7.989800453186035,0.0018814662471413,0.5190881490707397,0.1071021407842636,0.1821213662624359,0.8807294368743896,0.6986080408096313,0.0944444760680198,0.0167944822460412,0.0114461230114102,0.5806452035903931,0.21417236328125,1.76554274559021,0.0002275614242535,0.001653904793784,0.0043688886798918,0.0542730018496513,7.099254435161129e-05,0.0641672909259796
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0018,3,18,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.062,5,6,0.05,0.015,7.774569511413574,7.263097763061523,0.1916268765926361,0.0046856999397277,0.9740428844495652,8.066762924194336,0.0018578355666249,0.5190246105194092,0.1082493439316749,0.1795391142368316,0.8827787041664124,0.7032395601272583,0.0965414196252822,0.017215896397829,0.0116793271154165,0.5806452035903931,0.21417236328125,1.7868298292160034,0.00022756063845,0.0016302749281749,0.0043680216185748,0.0542544014751911,7.26690559531562e-05,0.0636968836188316
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0019,3,19,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.062,5,6,0.05,0.02,7.716936111450195,7.277495384216309,0.193279892206192,0.0046856999397277,0.9740428844495652,8.134777069091797,0.0018351161852478,0.518970787525177,0.1094041466712951,0.1773445755243301,0.8847204446792603,0.7073758840560913,0.0986587107181549,0.0176459606736898,0.0118994396179914,0.5806452035903931,0.21441650390625,1.8097829818725584,0.0002275624137837,0.0016075538005679,0.0043670004233717,0.0542355775833129,7.4452516855672e-05,0.063241608440876
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0020,4,20,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.064,5,6,0.05,0.005,8.29799747467041,7.229709625244141,0.1861264407634735,0.0046856999397277,0.9740428844495652,8.346125602722168,0.0019925385713577,0.5186824798583984,0.1046077832579612,0.2067327201366424,0.85976243019104,0.6530296802520752,0.0881955996155738,0.0156195349991321,0.0110195130109786,0.5806452035903931,0.21356201171875,1.7010908126831057,0.0002275559527333,0.0017649827059358,0.0046462123282253,0.0542696863412857,7.214897777885199e-05,0.0663845986127853
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0021,4,21,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.064,5,6,0.05,0.01,8.24277400970459,7.24423885345459,0.1878090351819992,0.0046856999397277,0.9740428844495652,8.375042915344238,0.0019676052033901,0.5186285972595215,0.1057316958904266,0.2031610906124115,0.8620105385780334,0.6588494777679443,0.0901832059025764,0.0160076357424259,0.0112303458154201,0.5806452035903931,0.21368408203125,1.7182875871658323,0.0002275550796184,0.0017400500364601,0.0046458062715828,0.054251842200756,7.376815483439714e-05,0.0658912062644958
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0022,4,22,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.064,5,6,0.05,0.015,8.186473846435547,7.258801460266113,0.1894897520542144,0.0046856999397277,0.9740428844495652,8.395332336425781,0.0019433782435953,0.5185743570327759,0.1068643927574157,0.2009144127368927,0.8637052774429321,0.6627908945083618,0.0922095030546188,0.0164057463407516,0.0114642418920993,0.5806452035903931,0.2137451171875,1.7354919910430908,0.0002275569713674,0.0017158212140202,0.0046453089453279,0.0542338266968727,7.551826274720952e-05,0.0654110535979271
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0023,4,23,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02,8.129146575927734,7.273271560668945,0.1911718845367431,0.0046856999397277,0.9740428844495652,8.40783977508545,0.0019199284724891,0.5185298919677734,0.1080080792307853,0.1981453150510788,0.8657705783843994,0.6676252484321594,0.0942730754613876,0.0168151166290044,0.0116981510072946,0.5806452035903931,0.21380615234375,1.7575852870941162,0.0002275577862747,0.001692370744422,0.0046448637731373,0.0542154312133789,7.740109867881984e-05,0.0649429857730865
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0024,4,24,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.06,5,6,0.05,0.005,7.387025356292725,7.109495162963867,0.1900587379932403,0.0046856999397277,0.9740428844495652,7.584400177001953,0.0020131911151111,0.5293906331062317,0.1082997545599937,0.1812328696250915,0.9123415946960448,0.7311087250709534,0.0975663140416145,0.0173896886408329,0.0115533024072647,0.5806452035903931,0.21636962890625,1.8180588483810425,0.0002275920123793,0.0017855991609394,0.0040780906565487,0.0543587654829025,9.560913895256816e-05,0.066617265343666
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0025,5,25,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.06,5,6,0.05,0.01,7.33349609375,7.123050212860107,0.1916802078485489,0.0046856999397277,0.9740428844495652,7.631827354431152,0.0019918205216526,0.5293520092964172,0.1094558387994766,0.1788966655731201,0.914043128490448,0.7351464629173279,0.0996906608343124,0.0178254470229148,0.0117976237088441,0.5806452035903931,0.2166748046875,1.8423161506652832,0.0002275936276419,0.0017642269376665,0.0040765395388007,0.0543395578861236,9.744663839228453e-05,0.0662275999784469
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0026,5,26,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.06,5,6,0.05,0.015,7.278414726257324,7.136936664581299,0.1933012902736663,0.0046856999397277,0.9740428844495652,7.670502185821533,0.0019701526034623,0.5292892456054688,0.1106220185756683,0.1767208278179168,0.9158878326416016,0.7391669750213623,0.1018607467412948,0.0182750076055526,0.0120227811858057,0.5806452035903931,0.2169189453125,1.8623371124267576,0.0002275918377563,0.001742560765706,0.0040746382437646,0.0543199181556701,9.926623897626996e-05,0.0658331364393234
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0027,5,27,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.06,5,6,0.05,0.02,7.224052906036377,7.150614738464356,0.1949204802513122,0.0046856999397277,0.9740428844495652,7.700775623321533,0.0019499079789966,0.5292440056800842,0.1117978990077972,0.1745804548263549,0.91700541973114,0.7424249649047852,0.1040485352277755,0.0187345184385776,0.0122746312990784,0.5806452035903931,0.217041015625,1.883460283279419,0.000227593438467,0.0017223145114257,0.004072809126228,0.0543000176548957,0.0001011453641694,0.0654587894678115
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0028,5,28,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.062,5,6,0.05,0.005,7.902966022491455,7.106800556182861,0.1881587207317352,0.0046856999397277,0.9740428844495652,7.902966022491455,0.0021065371111035,0.5289652943611145,0.1068162992596626,0.1945430636405944,0.8894593715667725,0.694916307926178,0.0926360338926315,0.0164672695100307,0.0113569414243102,0.5806452035903931,0.215087890625,1.7673170566558838,0.0002275862643728,0.0018789507448673,0.004369500093162,0.05433801561594,9.914003021549432e-05,0.0683182552456855
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0029,5,29,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.062,5,6,0.05,0.01,7.847622871398926,7.120361328125,0.1898100227117538,0.0046856999397277,0.9740428844495652,7.958035945892334,0.0020843909587711,0.5289438962936401,0.1079602837562561,0.1920483410358429,0.8915841579437256,0.6995358467102051,0.0946931466460228,0.0168789476156234,0.0115615716204047,0.5806452035903931,0.21533203125,1.7863926887512207,0.0002275858423672,0.0018568051746115,0.0043686171993613,0.0543193891644477,0.0001011660788208,0.0679168626666069
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0030,6,30,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.062,5,6,0.05,0.015,7.791358470916748,7.134611129760742,0.1914578974246978,0.0046856999397277,0.9740428844495652,8.034306526184082,0.0020620799623429,0.5288692712783813,0.1091071218252182,0.1897674947977066,0.8939101696014404,0.704142689704895,0.0967843756079673,0.0172998681664466,0.011803469620645,0.5806452035903931,0.21533203125,1.8062082529067995,0.0002275840815855,0.0018344959244132,0.004367739893496,0.0543005093932151,0.0001028617261908,0.0675049275159835
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0031,6,31,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02,7.733901500701904,7.148627281188965,0.1931094080209732,0.0046856999397277,0.9740428844495652,8.101278305053711,0.0020406143739819,0.5288161039352417,0.1102682948112487,0.1871489286422729,0.8961166739463806,0.7089677453041077,0.0989138633012771,0.0177344195544719,0.0120427757501602,0.5806452035903931,0.2158203125,1.826754212379456,0.0002275846200063,0.0018130296375602,0.0043668178841471,0.0542813539505004,0.0001049078346113,0.0671088919043541
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0032,6,32,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.064,5,6,0.05,0.005,8.3018217086792,7.101802825927734,0.1859750598669052,0.0046856999397277,0.9740428844495652,8.3018217086792,0.0021921549923717,0.5285623669624329,0.1054643169045448,0.2167602181434631,0.8712760806083679,0.6545158624649048,0.0884557366371154,0.0157004930078983,0.0111388945952057,0.5806452035903931,0.2144775390625,1.7214338779449463,0.0002275798033224,0.0019645751453936,0.0046441797167062,0.0543174445629119,0.0001027760590659,0.0698681622743606
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0033,6,33,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.064,5,6,0.05,0.01,8.249876022338867,7.116003513336182,0.1876555979251861,0.0046856999397277,0.9740428844495652,8.29409408569336,0.0021683652885258,0.5285052061080933,0.1065910756587982,0.2136952877044677,0.8732669949531555,0.6595717072486877,0.0904421135783195,0.0160908382385969,0.0113480798900127,0.5806452035903931,0.214599609375,1.74135160446167,0.0002275794395245,0.0019407859072089,0.0046440246514976,0.0542993657290935,0.0001045812387019,0.0694334805011749
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0034,6,34,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.064,5,6,0.05,0.015,8.195148468017578,7.130041122436523,0.1893351376056671,0.0046856999397277,0.9740428844495652,8.315197944641113,0.0021456177346408,0.5284624099731445,0.1077296882867813,0.2107836008071899,0.8752775192260742,0.6644939184188843,0.0924735739827156,0.0164922699332237,0.0115734227001667,0.5806452035903931,0.21478271484375,1.7596676349639893,0.0002275792649015,0.0019180383533239,0.0046437699347734,0.05428097397089,0.0001065190008375,0.0690156370401382
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0035,7,35,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.13,24,3,0.1,nlm,3,0.064,5,6,0.05,0.02,8.139294624328613,7.144189357757568,0.1910067200660705,0.0046856999397277,0.9740428844495652,8.328313827514648,0.0021233242005109,0.5284109115600586,0.1088746339082717,0.2085151970386505,0.8773089051246643,0.6687936782836914,0.0945333391427993,0.0169024653732776,0.0118048544973135,0.5806452035903931,0.21490478515625,1.7802139520645142,0.0002275790320709,0.0018957452848553,0.004643284715712,0.0542624145746231,0.0001086188931367,0.0686075389385223
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0036,7,36,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.06,5,6,0.05,0.005,8.71604061126709,7.372004985809326,0.188994288444519,0.0046856999397277,0.9740428844495652,8.71604061126709,0.0020646483171731,0.508726179599762,0.1042946279048919,0.1626977175474167,0.861953854560852,0.6992561221122742,0.0828556939959526,0.0156874675303697,0.0109349014237523,0.5806452035903931,0.212646484375,1.5315788984298706,0.0002275386359542,0.0018371096812188,0.0040890406817197,0.0542608872056007,3.6802171962335706e-05,0.0671545565128326
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0037,7,37,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.06,5,6,0.05,0.01,8.663945198059082,7.38905668258667,0.1908215284347534,0.0046856999397277,0.9740428844495652,8.663945198059082,0.0020333917345851,0.5086122155189514,0.1054774820804596,0.1604000478982925,0.8643987774848938,0.7039987444877625,0.08456701785326,0.016086196526885,0.0111579550430178,0.5806452035903931,0.21282958984375,1.5570363998413086,0.0002275391307193,0.0018058525165542,0.0040872981771826,0.0542427450418472,3.80504279746674e-05,0.066557839512825
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0038,7,38,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.06,5,6,0.05,0.015,8.608373641967773,7.406257629394531,0.1926411092281341,0.0046856999397277,0.9740428844495652,8.608373641967773,0.0020028527360409,0.5084872245788574,0.1066677421331405,0.1581224650144577,0.8667571544647217,0.7086346745491028,0.0864197611808776,0.016495544463396,0.0114145996049046,0.5806452035903931,0.21295166015625,1.586403727531433,0.0002275402657687,0.0017753124702721,0.0040855468250811,0.0542243793606758,3.927512443624437e-05,0.0659704208374023
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0039,7,39,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.06,5,6,0.05,0.02,8.547139167785645,7.4234724044799805,0.1944628655910492,0.0046856999397277,0.9740428844495652,8.547139167785645,0.0019730145577341,0.5083655714988708,0.1078737527132034,0.1558145731687545,0.8690239191055298,0.713209331035614,0.0883949473500251,0.0169193875044584,0.0116713661700487,0.5806452035903931,0.21319580078125,1.6164196729660034,0.0002275404112879,0.0017454740591347,0.0040836352854967,0.0542055703699588,4.066856126883067e-05,0.065390944480896
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0040,8,40,20240710,stripe_target,1,scgi_ured,31,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.062,5,6,0.05,0.005,9.194825172424316,7.365678787231445,0.1866588741540908,0.0046856999397277,0.9740428844495652,9.194825172424316,0.0021472861990332,0.5082909464836121,0.1029554158449173,0.1798174679279327,0.8399078249931335,0.6600903272628784,0.0795184969902038,0.014964023604989,0.0107240416109561,0.5806452035903931,0.21221923828125,1.486344814300537,0.0002275336737511,0.0019197524525225,0.0043838154524564,0.0542315766215324,3.8784211938036606e-05,0.0688404217362403
