source_import,config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0631,1,9.881610870361328,9.881610870361328,7.609213829040527,7.609213829040527,0.1885422021150589,33,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0479,1,9.877017974853516,9.877017974853516,7.425551891326904,7.425551891326904,0.1873011589050293,33,0.00045,0.55,0.5,0.14,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0587,1,9.875469207763672,9.875469207763672,7.514782905578613,7.514782905578613,0.1871391683816909,33,0.0005,0.55,0.5,0.14,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0319,1,9.872476577758787,9.872476577758787,7.288253307342529,7.288253307342529,0.188627004623413,32,0.00045,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0515,1,9.870790481567385,9.870790481567385,7.485085487365723,7.485085487365723,0.1865379065275192,33,0.00045,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard4of5,cfg0419,1,9.8703031539917,9.8703031539917,7.467292785644531,7.467292785644531,0.1861375272274017,32,0.0005,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard1of5,cfg0311,1,9.867748260498049,9.867748260498049,7.356093406677246,7.356093406677246,0.1863064169883728,32,0.00045,0.55,0.5,0.15,24,3,0.08,nlm,3,0.064,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0595,1,9.86585807800293,9.86585807800293,7.500400543212891,7.500400543212891,0.1894693076610565,33,0.0005,0.55,0.5,0.14,24,3,0.08,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0623,1,9.86553955078125,9.86553955078125,7.588564872741699,7.588564872741699,0.1863835155963897,33,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.064,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard3of5,cfg0583,1,9.86459255218506,9.86459255218506,7.533483505249023,7.533483505249023,0.1901659667491912,33,0.0005,0.55,0.5,0.14,24,3,0.06,nlm,3,0.062,5,6,0.05,0.02
pro2_stage4_ured_continuous_binary_refine_colab_r1_shard2of5,cfg0402,1,9.863494873046877,9.863494873046877,7.501813888549805,7.501813888549805,0.1878964900970459,32,0.0005,0.55,0.5,0.15,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0535,1,9.862645149230955,9.862645149230955,7.394943714141846,7.394943714141846,0.1878246665000915,33,0.00045,0.55,0.5,0.15,24,3,0.1,nlm,3,0.062,5,6,0.05,0.02
pro1_stage4_ured_continuous_binary_refine_colab_r1_shard0of5,cfg0510,1,9.86179542541504,9.86179542541504,7.479217052459717,7.479217052459717,0.1875323057174682,33,0.00045,0.55,0.5,0.15,24,3,0.06,nlm,3,0.062,5,6,0.05,0.015
