object,object_source,variant,cnr,psnr,ssim,scale_aligned_psnr,affine_aligned_psnr,affine_offset,affine_slope,recon_min,recon_max,recon_mean,pattern_factor,num_patterns,streaming
letter_A,handcrafted,minmax,14.06209945678711,24.590171813964844,0.1756049543619156,24.606473922729492,37.88686752319336,-0.06411896833257925,1.1224851360323216,0.0,0.9999171495437622,0.13519889116287231,256.0,4194304,True
stripe_target,handcrafted,raw,39.058265686035156,6.722482681274414,0.5501179099082947,19.985076904296875,34.50041198730469,0.21266356198887718,21927.33032497939,-1.4058254237170331e-05,4.018014806206338e-05,2.0045831661263946e-09,256.0,4194304,True
stripe_target,handcrafted,minmax,39.05826950073242,21.515010833740234,0.44369927048683167,21.885303497314453,34.50041198730469,-0.09559642252710254,1.1895226154694332,0.0,0.9998156428337097,0.2591829001903534,256.0,4194304,True
letter_L,handcrafted,raw,56.07428741455078,10.561422348022461,0.853529691696167,31.19024658203125,37.7753791809082,0.08778763717217636,9303.778858849839,-1.657596294535324e-05,0.0001042313379002735,1.106948843698774e-08,256.0,4194304,True
letter_L,handcrafted,minmax,56.07429122924805,24.281837463378906,0.1562238484621048,24.29775619506836,37.7753791809082,-0.06643145644541572,1.1240574232711618,0.0,0.9999172687530518,0.13729022443294525,256.0,4194304,True
ring,handcrafted,raw,47.863346099853516,8.824407577514648,0.7679240107536316,26.16153907775879,36.27565383911133,0.13101523710654947,13657.809187118351,-1.512991548224818e-05,6.873892561998218e-05,6.463629631525691e-09,256.0,4194304,True
ring,handcrafted,minmax,47.86334228515625,23.268878936767578,0.2248702049255371,23.37562370300293,36.27565383911133,-0.07562625974619298,1.145601165442588,0.0,0.9998807907104492,0.180455282330513,256.0,4194304,True
heldout_0,mnist,raw,6.433887958526611,11.803587913513184,0.7195140719413757,27.107528686523438,38.6476936340332,0.09757067597489527,10148.275149674428,-1.4698921404487919e-05,9.155394945992157e-05,4.32898161761841e-09,256.0,4194304,True
heldout_0,mnist,minmax,6.4338884353637695,26.622482299804688,0.28127676248550415,26.724271774291992,38.6476936340332,-0.05159802468230378,1.0783848210552152,0.0,0.9999059438705444,0.13836677372455597,256.0,4194304,True
heldout_1,mnist,raw,7.197948932647705,9.332903861999512,0.6953751444816589,23.379602432250977,36.30860137939453,0.14430239507073395,14904.415821059589,-1.4504834325634874e-05,6.057369682821445e-05,1.8168515580896383e-08,256.0,4194304,True
heldout_1,mnist,minmax,7.197947978973389,24.155555725097656,0.2798830270767212,24.156967163085938,36.30860137939453,-0.07188368715096093,1.1191506768763952,0.0,0.9998668432235718,0.19341173768043518,256.0,4194304,True
heldout_2,mnist,raw,7.024693012237549,9.357987403869629,0.6902365684509277,23.24356460571289,36.2817497253418,0.14517324895146647,15000.090019927808,-1.427137522114208e-05,6.0017879150109366e-05,1.1644610609096162e-08,256.0,4194304,True
heldout_2,mnist,minmax,7.024693489074707,24.47503089904785,0.28787946701049805,24.476051330566406,36.2817497253418,-0.0688986650190002,1.11449542908473,0.0,0.9998654723167419,0.19223639369010925,256.0,4194304,True
heldout_3,mnist,raw,6.578219413757324,11.09006404876709,0.7245243191719055,26.297927856445312,37.83080291748047,0.10813081537426861,11217.985425655435,-1.463782973587513e-05,8.310411067213863e-05,4.273534415233371e-09,256.0,4194304,True
heldout_3,mnist,minmax,6.578218460083008,26.015531539916992,0.27219659090042114,26.035594940185547,37.83080291748047,-0.05607614530931886,1.096579812101867,0.0,0.9998977184295654,0.14978837966918945,256.0,4194304,True
