object,family,K_eff,basis,requested_basis,num_frames,window,carrier_mean,carrier_cv,adjacent_window_ks_d_mean,adjacent_window_ks_p_median,levene_p,ks_absdev_p,local_std_envelope_cv,running_mean_cv,running_mean_cv_incl_transient
letter_L,binary_letter,59.80235255589372,random_binary,random_binary,2048,64,27.64417266845703,0.13026708364486694,0.06919642857142858,0.7357588823428847,0.2663493446116906,0.7004202132651851,0.05473931992295378,0.016527540981769562,0.01936570182442665
stripe,stripe,512.0,random_binary,random_binary,2048,64,255.87353515625,0.044181447476148605,0.06808035714285714,0.4192227743021956,0.2559405749035588,0.48189738517204367,0.05058131776885081,0.004695328418165445,0.004856765270233154
ring,ring,220.0,random_binary,random_binary,2048,64,110.18115234375,0.06662799417972565,0.07310267857142858,0.3019548369118292,0.6213129087508631,0.48189738517204367,0.02856275039777202,0.007618701551109552,0.007904794998466969
natural_patch,procedural_natural,864.2560692486833,random_binary,random_binary,2048,64,209.1612548828125,0.03363735228776932,0.08537946428571429,0.35718226922487123,0.8817890863531916,0.6259619399099061,0.0339639953399573,0.0037177707999944687,0.0039971740916371346
digit_0,synthetic_digit,97.19698546760661,hadamard_paired,hadamard_ordered,2048,64,40.19881057739258,0.10143168270587921,0.10267857142857142,0.1159601050005088,0.0018937234255898344,0.0002381827743820953,0.25627438745397424,0.0025787216145545244,0.0360339917242527
digit_1,synthetic_digit,139.48966292397157,hadamard_paired,hadamard_ordered,2048,64,67.6080322265625,0.08466988801956177,0.0546875,1.0,0.04928672678899558,0.14267260644590424,0.2817943314187314,0.0011884894920513034,0.035989876836538315
digit_2,synthetic_digit,210.00167616690024,hadamard_paired,hadamard_ordered,2048,64,103.09847259521484,0.06900627166032791,0.04799107142857143,1.0,3.0363656560776947e-11,0.021775665826819023,1.1114784229913934,0.0007465006783604622,0.03593989461660385
digit_3,synthetic_digit,135.81257584160795,hadamard_paired,hadamard_ordered,2048,64,65.67414093017578,0.08580844104290009,0.05803571428571429,0.9300863762681126,0.11185054827076521,0.09352059695648762,0.30668965008230936,0.0011811127187684178,0.03595496714115143
digit_4,synthetic_digit,107.61184657281635,hadamard_paired,hadamard_ordered,2048,64,43.026920318603516,0.09639842808246613,0.08426339285714286,0.4882102774911077,2.405627069900996e-06,0.009440529437020562,0.3857356300538921,0.0014276222791522741,0.035962801426649094
letter_A,binary_letter,101.21359062702473,hadamard_paired,hadamard_ordered,2048,64,44.633331298828125,0.099398672580719,0.06361607142857142,0.9300863762681126,0.18127020632240468,0.17412178160634015,0.23501984314069144,0.00252654030919075,0.03604227304458618
letter_L,binary_letter,59.80235255589372,hadamard_paired,hadamard_ordered,2048,64,27.73725700378418,0.12931260466575623,0.044642857142857144,0.7357588823428847,2.0668670740640225e-14,0.021775665826819023,0.40140630236045494,0.001618935028091073,0.03600512817502022
stripe,stripe,512.0,hadamard_paired,hadamard_ordered,2048,64,256.0,0.04419417306780815,0.0011160714285714285,1.0,0.0002045876518645139,1.0,2.6457513110645907,0.0,0.036004453897476196
ring,ring,220.0,hadamard_paired,hadamard_ordered,2048,64,110.0,0.06741998344659805,0.024553571428571428,1.0,0.0006937053615776324,0.21079241063602555,0.4887109956023983,0.0008719345787540078,0.03597189858555794
natural_patch,procedural_natural,864.2560692486833,hadamard_paired,hadamard_ordered,2048,64,209.24400329589844,0.03401565179228783,0.06752232142857142,0.8304736573636826,0.02088253695912183,0.028318091956354045,1.2942197091282441,0.0001973520702449605,0.03599115461111069
digit_0,synthetic_digit,97.19698546760661,hadamard_random_paired,hadamard_shuffled,2048,64,40.19881057739258,0.10143168270587921,0.05859375,1.0,0.154129409247816,0.07481998457763428,0.1873391203625384,0.002019994193688035,0.002116579096764326
digit_1,synthetic_digit,139.48966292397157,hadamard_random_paired,hadamard_shuffled,2048,64,67.6080322265625,0.08466988801956177,0.04631696428571429,1.0,0.005258173396984257,0.25309913262062794,0.30157596447024365,0.004662032704800367,0.004619069863110781
digit_2,synthetic_digit,210.00167616690024,hadamard_random_paired,hadamard_shuffled,2048,64,103.09847259521484,0.06900627166032791,0.05357142857142857,1.0,0.009123791402629986,0.48189738517204367,0.6699282931204595,0.0010847485391423106,0.001056896522641182
digit_3,synthetic_digit,135.81257584160795,hadamard_random_paired,hadamard_shuffled,2048,64,65.67413330078125,0.08580844849348068,0.046875,1.0,0.41392213598801664,0.09352059695648762,0.19535085272900465,0.0013332932721823454,0.0013136789202690125
digit_4,synthetic_digit,107.61184657281635,hadamard_random_paired,hadamard_shuffled,2048,64,43.02691650390625,0.09639843553304672,0.0546875,1.0,0.0024069399026786197,0.09352059695648762,0.2896259273926915,0.003109061624854803,0.0030350051820278168
letter_A,binary_letter,101.21359062702473,hadamard_random_paired,hadamard_shuffled,2048,64,44.633331298828125,0.099398672580719,0.05580357142857143,0.9300863762681126,0.14854135461984944,0.11597166955800203,0.23808500747894965,0.0032393026631325483,0.0033914498053491116
letter_L,binary_letter,59.80235255589372,hadamard_random_paired,hadamard_shuffled,2048,64,27.737255096435547,0.12931261956691742,0.04408482142857143,1.0,0.9882490515350869,0.25309913262062794,0.0921040336233956,0.0019872125703841448,0.0020568131003528833
stripe,stripe,512.0,hadamard_random_paired,hadamard_shuffled,2048,64,256.0,0.04419417306780815,0.002232142857142857,1.0,0.0996901528570259,0.9999999999999997,1.7320508075688774,0.000702209712471813,0.0006799116381444037
ring,ring,220.0,hadamard_random_paired,hadamard_shuffled,2048,64,110.0,0.06741998344659805,0.029017857142857144,1.0,0.1668223549491094,0.028318091956354045,0.4356887610871694,0.0010587708093225956,0.0012166086817160249
natural_patch,procedural_natural,864.2560692486833,hadamard_random_paired,hadamard_shuffled,2048,64,209.2440185546875,0.03401565179228783,0.04799107142857143,1.0,0.02926899855747498,0.48189738517204367,1.2806636439559302,0.0005507440073415637,0.0005336547619663179
digit_0,synthetic_digit,97.19698546760661,srht_paired,srht_paired,2048,64,40.19881057739258,0.10143167525529861,0.06584821428571429,0.7357588823428847,0.0024613264235751942,0.05938653729373689,0.06768034118490046,0.0017199473222717643,0.0018304955447092652
digit_1,synthetic_digit,139.48966292397157,srht_paired,srht_paired,2048,64,67.60802459716797,0.08466989547014236,0.056919642857142856,1.0,0.004859433917933476,0.25309913262062794,0.06267301246080008,0.002493005944415927,0.0031949218828231096
digit_2,synthetic_digit,210.00167616690024,srht_paired,srht_paired,2048,64,103.09847259521484,0.06900627911090851,0.044642857142857144,1.0,0.028292535282699042,0.41602853123497785,0.05864019625294293,0.001270464388653636,0.004372864030301571
digit_3,synthetic_digit,135.81257584160795,srht_paired,srht_paired,2048,64,65.67413330078125,0.08580844104290009,0.05133928571428571,1.0,0.13939366990896504,0.3013522815409377,0.05503565474215059,0.0027014617808163166,0.0028483131900429726
digit_4,synthetic_digit,107.61184657281635,srht_paired,srht_paired,2048,64,43.026920318603516,0.09639842808246613,0.05412946428571429,1.0,0.02957950983155615,0.3013522815409377,0.05952717196904063,0.004055882338434458,0.004105082247406244
letter_A,binary_letter,101.21359062702473,srht_paired,srht_paired,2048,64,44.633331298828125,0.099398672580719,0.04185267857142857,1.0,0.3658717548282638,0.3013522815409377,0.04701267234165404,0.0016206250293180346,0.0017375688767060637
letter_L,binary_letter,59.80235255589372,srht_paired,srht_paired,2048,64,27.737255096435547,0.12931260466575623,0.048549107142857144,1.0,0.03441516719727463,0.25309913262062794,0.058783996564148934,0.0021307398565113544,0.005845456849783659
stripe,stripe,512.0,srht_paired,srht_paired,2048,64,256.0,0.04419417306780815,0.03627232142857143,1.0,0.7448647568392999,0.21079241063602555,0.03987430336814833,0.0008832320454530418,0.0014158751582726836
ring,ring,220.0,srht_paired,srht_paired,2048,64,110.0,0.06741998344659805,0.052455357142857144,0.9300863762681126,0.006718458901669302,0.028318091956354045,0.05621356565330926,0.002892374526709318,0.003120630281046033
natural_patch,procedural_natural,864.2560692486833,srht_paired,srht_paired,2048,64,209.2440185546875,0.03401565179228783,0.056919642857142856,0.8304736573636826,0.19782304128551617,0.07481998457763428,0.059199774709440836,0.0006300925742834806,0.0007193118799477816
