experiment,basis,correction,channel,rho,sigma_delta,seed,object,num_frames,num_pixels,mse,rel_mse,psnr,recon_scale
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,3,2048,1024,0.05804050654918684,0.6156310185040819,12.362688059076879,0.38130209677578747
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,4,2048,1024,0.019080448238420464,0.5390793120552928,17.19411427054041,0.40799310372938696
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,5,2048,1024,0.07468139362387538,0.6464559453240774,11.267875863106443,0.3603346392525123
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,6,2048,1024,0.08623147763509706,0.6477978810475826,10.64334171903881,0.3338551757929276
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,7,2048,1024,0.08411803181300695,0.6553809675139658,10.751108974544552,0.3170559401535112
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,8,2048,1024,0.0739032695311268,0.6523502511553032,11.313363476956104,0.3257300117786725
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,0,9,2048,1024,0.047818381245774755,0.601726417090184,13.204051297661819,0.3780130963479365
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,0,2048,1024,0.0494329907633159,0.5846896405696392,13.059831133362652,0.41017598233274344
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,1,2048,1024,0.04617108033886142,0.5789136397559101,13.35629963445027,0.4072722779121984
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,2,2048,1024,0.04607172699522742,0.6519822021690745,13.365655079461469,0.372602553678073
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,3,2048,1024,0.05639207060677179,0.5981461900884703,12.487819586731192,0.40289563618400576
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,4,2048,1024,0.019634262852409816,0.5547262191606712,17.069853992135442,0.4119500811164782
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,5,2048,1024,0.07501993337408802,0.649386407968571,11.248233258861596,0.35022823362343514
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,6,2048,1024,0.0883531658146047,0.6637366674933497,10.53777884513968,0.34385081425386294
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,7,2048,1024,0.08529423702728056,0.6645450253825477,10.69080311292058,0.31958068118891153
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,8,2048,1024,0.07385825452957703,0.6519529000265499,11.316009601176194,0.34206175796209076
error_propagation,random_uniform,synthetic_residual_gain,residual,,0.05,1,9,2048,1024,0.048081221179381475,0.6050338843736227,13.180245105408465,0.36989123818678693
