unit_index,object,family,K_eff,arm,perm,perm_seed,num_frames,chunks,levene_p,levene_reject,walsh_flatness_ratio,walsh_S2,shard
15,digit_0,synthetic_digit,359.91159294611685,random,14,20242122,8192,8,0.00027937576078452376,True,0.20914136582752654,273.92274913948097,0/1
16,digit_0,synthetic_digit,359.91159294611685,random,15,20242223,8192,8,0.5701475206367306,False,0.21512309171039237,273.92274913948097,0/1
17,digit_0,synthetic_digit,359.91159294611685,random,16,20242324,8192,8,0.005769817518791789,False,0.22818386927587023,273.92274913948097,0/1
18,digit_0,synthetic_digit,359.91159294611685,random,17,20242425,8192,8,0.061892247278063625,False,0.20436840713187848,273.92274913948097,0/1
19,digit_0,synthetic_digit,359.91159294611685,random,18,20242526,8192,8,0.02800511151414388,False,0.19409894768223987,273.92274913948097,0/1
20,digit_0,synthetic_digit,359.91159294611685,random,19,20242627,8192,8,0.3001592237128259,False,0.19152229801562254,273.92274913948097,0/1
21,digit_0,synthetic_digit,359.91159294611685,random,20,20242728,8192,8,0.11341229310959847,False,0.21905755730081947,273.92274913948097,0/1
22,digit_0,synthetic_digit,359.91159294611685,random,21,20242829,8192,8,0.023247464103423255,False,0.20919782175925639,273.92274913948097,0/1
23,digit_0,synthetic_digit,359.91159294611685,random,22,20242930,8192,8,0.22877907428722535,False,0.2339848354296504,273.92274913948097,0/1
24,digit_0,synthetic_digit,359.91159294611685,random,23,20243031,8192,8,0.09719702422639889,False,0.1790886233992851,273.92274913948097,0/1
25,digit_0,synthetic_digit,359.91159294611685,random,24,20243132,8192,8,0.005186300876295225,False,0.21195213884539646,273.92274913948097,0/1
26,digit_0,synthetic_digit,359.91159294611685,random,25,20243233,8192,8,0.10493135228032352,False,0.2138170596462786,273.92274913948097,0/1
27,digit_0,synthetic_digit,359.91159294611685,random,26,20243334,8192,8,0.06393846610217757,False,0.19884916678183537,273.92274913948097,0/1
28,digit_0,synthetic_digit,359.91159294611685,random,27,20243435,8192,8,0.03180423683053286,False,0.21701113234731179,273.92274913948097,0/1
29,digit_0,synthetic_digit,359.91159294611685,random,28,20243536,8192,8,0.0020937707251526693,False,0.19297460100029223,273.92274913948097,0/1
30,digit_0,synthetic_digit,359.91159294611685,random,29,20243637,8192,8,0.4353149301001711,False,0.2399261814674063,273.92274913948097,0/1
31,digit_0,synthetic_digit,359.91159294611685,random,30,20243738,8192,8,0.0005154902906426922,True,0.20138792610075112,273.92274913948097,0/1
32,digit_0,synthetic_digit,359.91159294611685,random,31,20243839,8192,8,0.0021121699101432,False,0.19404501530251703,273.92274913948097,0/1
33,digit_1,synthetic_digit,613.715691926159,ordered,-1,-1,8192,8,0.00032465295377111437,True,0.7881399383302821,581.3885129106121,0/1
34,digit_1,synthetic_digit,613.715691926159,random,0,20240708,8192,8,0.33836449197896407,False,0.16058202536045063,581.388512910612,0/1
35,digit_1,synthetic_digit,613.715691926159,random,1,20240809,8192,8,0.18278914566170967,False,0.1403252606647764,581.3885129106121,0/1
36,digit_1,synthetic_digit,613.715691926159,random,2,20240910,8192,8,0.0063224872558718444,False,0.15027388569279737,581.388512910612,0/1
37,digit_1,synthetic_digit,613.715691926159,random,3,20241011,8192,8,0.10380736824456409,False,0.14659414714875332,581.388512910612,0/1
38,digit_1,synthetic_digit,613.715691926159,random,4,20241112,8192,8,0.078176794414944,False,0.1432826906638579,581.388512910612,0/1
39,digit_1,synthetic_digit,613.715691926159,random,5,20241213,8192,8,0.012928779425233277,False,0.14315433927308452,581.388512910612,0/1
40,digit_1,synthetic_digit,613.715691926159,random,6,20241314,8192,8,0.07545135297302513,False,0.13664898632039424,581.3885129106121,0/1
41,digit_1,synthetic_digit,613.715691926159,random,7,20241415,8192,8,0.031466363802928006,False,0.15052436743872918,581.388512910612,0/1
42,digit_1,synthetic_digit,613.715691926159,random,8,20241516,8192,8,0.28138106816846625,False,0.16058207729086305,581.3885129106121,0/1
43,digit_1,synthetic_digit,613.715691926159,random,9,20241617,8192,8,0.8850736084752496,False,0.15646234957075705,581.3885129106121,0/1
44,digit_1,synthetic_digit,613.715691926159,random,10,20241718,8192,8,0.0016094961152749068,False,0.13977609411829042,581.388512910612,0/1
45,digit_1,synthetic_digit,613.715691926159,random,11,20241819,8192,8,0.010625331390372875,False,0.14372320912803305,581.388512910612,0/1
46,digit_1,synthetic_digit,613.715691926159,random,12,20241920,8192,8,0.006740271505620714,False,0.14314359398815799,581.3885129106122,0/1
47,digit_1,synthetic_digit,613.715691926159,random,13,20242021,8192,8,0.37243474857908127,False,0.1297035848828721,581.3885129106121,0/1
48,digit_1,synthetic_digit,613.715691926159,random,14,20242122,8192,8,0.9979405190325181,False,0.15269846059681083,581.388512910612,0/1
49,digit_1,synthetic_digit,613.715691926159,random,15,20242223,8192,8,0.0002647388068352132,True,0.1365816842091732,581.3885129106121,0/1
50,digit_1,synthetic_digit,613.715691926159,random,16,20242324,8192,8,0.033355486190647946,False,0.12325164468866324,581.3885129106121,0/1
51,digit_1,synthetic_digit,613.715691926159,random,17,20242425,8192,8,0.13136961069419442,False,0.1406039358781693,581.3885129106121,0/1
52,digit_1,synthetic_digit,613.715691926159,random,18,20242526,8192,8,0.14512747225615552,False,0.14687536953477834,581.3885129106121,0/1
53,digit_1,synthetic_digit,613.715691926159,random,19,20242627,8192,8,0.003988852149627471,False,0.14218370107178868,581.388512910612,0/1
54,digit_1,synthetic_digit,613.715691926159,random,20,20242728,8192,8,0.3651404786409373,False,0.16448694959000265,581.388512910612,0/1
55,digit_1,synthetic_digit,613.715691926159,random,21,20242829,8192,8,0.06566127934371278,False,0.12960290641882008,581.388512910612,0/1
56,digit_1,synthetic_digit,613.715691926159,random,22,20242930,8192,8,0.02202396733614946,False,0.1535180891385594,581.3885129106121,0/1
57,digit_1,synthetic_digit,613.715691926159,random,23,20243031,8192,8,0.031658522956471306,False,0.1504034405866238,581.388512910612,0/1
58,digit_1,synthetic_digit,613.715691926159,random,24,20243132,8192,8,0.002086221272536555,False,0.13305971902200456,581.388512910612,0/1
59,digit_1,synthetic_digit,613.715691926159,random,25,20243233,8192,8,0.049430208951094186,False,0.14362695200610268,581.3885129106121,0/1
60,digit_1,synthetic_digit,613.715691926159,random,26,20243334,8192,8,0.08326599547198571,False,0.13303255341089834,581.388512910612,0/1
61,digit_1,synthetic_digit,613.715691926159,random,27,20243435,8192,8,0.9143160835149139,False,0.1331180041528181,581.388512910612,0/1
62,digit_1,synthetic_digit,613.715691926159,random,28,20243536,8192,8,0.0001464582418741883,True,0.13023784419345288,581.388512910612,0/1
63,digit_1,synthetic_digit,613.715691926159,random,29,20243637,8192,8,0.5119549312316929,False,0.13318860172065564,581.388512910612,0/1
64,digit_1,synthetic_digit,613.715691926159,random,30,20243738,8192,8,0.011915219567536984,False,0.12964012602701402,581.3885129106121,0/1
65,digit_1,synthetic_digit,613.715691926159,random,31,20243839,8192,8,0.2697292136544872,False,0.14592363325954288,581.388512910612,0/1
66,digit_2,synthetic_digit,948.8780926075453,ordered,-1,-1,8192,8,4.096999445724498e-14,True,0.9997825829661462,916.4386222462547,0/1
67,digit_2,synthetic_digit,948.8780926075453,random,0,20240708,8192,8,0.053151773816400516,False,0.09994285366769537,916.4386222462547,0/1
68,digit_2,synthetic_digit,948.8780926075453,random,1,20240809,8192,8,0.4608204601540692,False,0.1408117966044747,916.4386222462547,0/1
69,digit_2,synthetic_digit,948.8780926075453,random,2,20240910,8192,8,0.019840969545515313,False,0.1139427338438413,916.4386222462547,0/1
70,digit_2,synthetic_digit,948.8780926075453,random,3,20241011,8192,8,0.017957557135990752,False,0.09618359031261117,916.4386222462547,0/1
71,digit_2,synthetic_digit,948.8780926075453,random,4,20241112,8192,8,0.01823068104255567,False,0.11531394871390509,916.4386222462548,0/1
72,digit_2,synthetic_digit,948.8780926075453,random,5,20241213,8192,8,0.00019156220142317658,True,0.11206416766416341,916.4386222462547,0/1
73,digit_2,synthetic_digit,948.8780926075453,random,6,20241314,8192,8,0.006807602411418534,False,0.12568214784783502,916.4386222462547,0/1
74,digit_2,synthetic_digit,948.8780926075453,random,7,20241415,8192,8,0.005494325315072243,False,0.1061980314660519,916.4386222462547,0/1
75,digit_2,synthetic_digit,948.8780926075453,random,8,20241516,8192,8,0.02233162764219972,False,0.09587132582507699,916.4386222462547,0/1
76,digit_2,synthetic_digit,948.8780926075453,random,9,20241617,8192,8,5.770596704224797e-06,True,0.10358746849466369,916.4386222462547,0/1
77,digit_2,synthetic_digit,948.8780926075453,random,10,20241718,8192,8,0.1255735962647747,False,0.0993326419479004,916.4386222462548,0/1
78,digit_2,synthetic_digit,948.8780926075453,random,11,20241819,8192,8,0.10467777142478843,False,0.11320530172066617,916.4386222462547,0/1
79,digit_2,synthetic_digit,948.8780926075453,random,12,20241920,8192,8,0.7129960542991449,False,0.1103767160641296,916.4386222462548,0/1
80,digit_2,synthetic_digit,948.8780926075453,random,13,20242021,8192,8,0.0021024186324275747,False,0.10598161553186847,916.4386222462547,0/1
81,digit_2,synthetic_digit,948.8780926075453,random,14,20242122,8192,8,0.38922144921051843,False,0.11501296234087661,916.4386222462548,0/1
82,digit_2,synthetic_digit,948.8780926075453,random,15,20242223,8192,8,0.1258993087047752,False,0.10996324664762668,916.4386222462548,0/1
83,digit_2,synthetic_digit,948.8780926075453,random,16,20242324,8192,8,0.08748268950355051,False,0.11005513828592167,916.4386222462548,0/1
84,digit_2,synthetic_digit,948.8780926075453,random,17,20242425,8192,8,0.07589818491884637,False,0.11033769360043569,916.4386222462548,0/1
85,digit_2,synthetic_digit,948.8780926075453,random,18,20242526,8192,8,0.2032370308297132,False,0.11096868565089778,916.4386222462547,0/1
86,digit_2,synthetic_digit,948.8780926075453,random,19,20242627,8192,8,0.002873504119268713,False,0.1140293410487757,916.4386222462547,0/1
87,digit_2,synthetic_digit,948.8780926075453,random,20,20242728,8192,8,0.056262307984161423,False,0.09910632569752909,916.4386222462548,0/1
88,digit_2,synthetic_digit,948.8780926075453,random,21,20242829,8192,8,0.026833205864295176,False,0.10499038007140214,916.4386222462547,0/1
89,digit_2,synthetic_digit,948.8780926075453,random,22,20242930,8192,8,0.0040116006167518065,False,0.11273904497964829,916.4386222462547,0/1
90,digit_2,synthetic_digit,948.8780926075453,random,23,20243031,8192,8,0.13431947712433376,False,0.10406441175186874,916.4386222462548,0/1
91,digit_2,synthetic_digit,948.8780926075453,random,24,20243132,8192,8,0.06643629032930813,False,0.10663875224258705,916.4386222462547,0/1
92,digit_2,synthetic_digit,948.8780926075453,random,25,20243233,8192,8,0.3227903431137191,False,0.1127391682648338,916.4386222462547,0/1
93,digit_2,synthetic_digit,948.8780926075453,random,26,20243334,8192,8,0.041937586678282984,False,0.1021205561226498,916.4386222462548,0/1
94,digit_2,synthetic_digit,948.8780926075453,random,27,20243435,8192,8,0.0797147072333048,False,0.11417806658577705,916.4386222462547,0/1
95,digit_2,synthetic_digit,948.8780926075453,random,28,20243536,8192,8,0.08951290304394616,False,0.11308245398545551,916.4386222462548,0/1
96,digit_2,synthetic_digit,948.8780926075453,random,29,20243637,8192,8,0.1279472097179425,False,0.11476581893327667,916.4386222462547,0/1
97,digit_2,synthetic_digit,948.8780926075453,random,30,20243738,8192,8,0.06249005106136872,False,0.10373289913867162,916.4386222462547,0/1
98,digit_2,synthetic_digit,948.8780926075453,random,31,20243839,8192,8,0.013127149278800768,False,0.13395345241981116,916.4386222462549,0/1
99,digit_3,synthetic_digit,638.5224343850998,ordered,-1,-1,8192,8,1.5689663075204097e-08,True,0.9996474910858939,605.1506381772474,0/1
100,digit_3,synthetic_digit,638.5224343850998,random,0,20240708,8192,8,0.09986462168903595,False,0.15107380811713808,605.1506381772474,0/1
101,digit_3,synthetic_digit,638.5224343850998,random,1,20240809,8192,8,0.1963017739752825,False,0.14770216794291766,605.1506381772474,0/1
102,digit_3,synthetic_digit,638.5224343850998,random,2,20240910,8192,8,0.33792541686184957,False,0.16745065248569932,605.1506381772474,0/1
103,digit_3,synthetic_digit,638.5224343850998,random,3,20241011,8192,8,4.9656377450604125e-05,True,0.1316589224347115,605.1506381772474,0/1
104,digit_3,synthetic_digit,638.5224343850998,random,4,20241112,8192,8,0.07789830232452642,False,0.13755305242659394,605.1506381772474,0/1
105,digit_3,synthetic_digit,638.5224343850998,random,5,20241213,8192,8,1.1065594226984419e-06,True,0.1376980490898607,605.1506381772474,0/1
106,digit_3,synthetic_digit,638.5224343850998,random,6,20241314,8192,8,0.014247322275994203,False,0.1305260025369964,605.1506381772475,0/1
107,digit_3,synthetic_digit,638.5224343850998,random,7,20241415,8192,8,0.019206245622210058,False,0.12802171891405367,605.1506381772474,0/1
108,digit_3,synthetic_digit,638.5224343850998,random,8,20241516,8192,8,0.016176315109719664,False,0.13147605872272886,605.1506381772474,0/1
109,digit_3,synthetic_digit,638.5224343850998,random,9,20241617,8192,8,0.05653150963746693,False,0.13158735377216565,605.1506381772474,0/1
110,digit_3,synthetic_digit,638.5224343850998,random,10,20241718,8192,8,0.40948951681233203,False,0.14448360274230254,605.1506381772474,0/1
111,digit_3,synthetic_digit,638.5224343850998,random,11,20241819,8192,8,0.00024409471325948984,True,0.14158473673306288,605.1506381772474,0/1
112,digit_3,synthetic_digit,638.5224343850998,random,12,20241920,8192,8,0.0010361909209784727,False,0.13113838780514364,605.1506381772474,0/1
113,digit_3,synthetic_digit,638.5224343850998,random,13,20242021,8192,8,0.05008472682195714,False,0.14022984304637523,605.1506381772474,0/1
114,digit_3,synthetic_digit,638.5224343850998,random,14,20242122,8192,8,0.8045336418075458,False,0.1406805798531144,605.1506381772474,0/1
115,digit_3,synthetic_digit,638.5224343850998,random,15,20242223,8192,8,0.5005346155107195,False,0.15413454690671255,605.1506381772474,0/1
116,digit_3,synthetic_digit,638.5224343850998,random,16,20242324,8192,8,5.487172288711536e-05,True,0.13807067865468212,605.1506381772474,0/1
117,digit_3,synthetic_digit,638.5224343850998,random,17,20242425,8192,8,0.03474930485339794,False,0.14773866515372164,605.1506381772474,0/1
118,digit_3,synthetic_digit,638.5224343850998,random,18,20242526,8192,8,0.2980231828594022,False,0.1344669737961202,605.1506381772474,0/1
119,digit_3,synthetic_digit,638.5224343850998,random,19,20242627,8192,8,0.893935648145194,False,0.1506775151396523,605.1506381772474,0/1
120,digit_3,synthetic_digit,638.5224343850998,random,20,20242728,8192,8,0.24871104935175942,False,0.14082022629938923,605.1506381772474,0/1
121,digit_3,synthetic_digit,638.5224343850998,random,21,20242829,8192,8,0.01148375469417364,False,0.13556539628871084,605.1506381772474,0/1
122,digit_3,synthetic_digit,638.5224343850998,random,22,20242930,8192,8,0.5677496831560687,False,0.12486494301543702,605.1506381772474,0/1
123,digit_3,synthetic_digit,638.5224343850998,random,23,20243031,8192,8,8.233959529306709e-05,True,0.15008706663396676,605.1506381772474,0/1
124,digit_3,synthetic_digit,638.5224343850998,random,24,20243132,8192,8,0.4693711664143897,False,0.1346184843150745,605.1506381772474,0/1
125,digit_3,synthetic_digit,638.5224343850998,random,25,20243233,8192,8,0.5800579391119116,False,0.14401747375020268,605.1506381772474,0/1
126,digit_3,synthetic_digit,638.5224343850998,random,26,20243334,8192,8,0.025916971143010052,False,0.13438708606046412,605.1506381772474,0/1
127,digit_3,synthetic_digit,638.5224343850998,random,27,20243435,8192,8,0.2871527881219599,False,0.14474940137991785,605.1506381772474,0/1
128,digit_3,synthetic_digit,638.5224343850998,random,28,20243536,8192,8,0.34510193330461364,False,0.14123000434948246,605.1506381772474,0/1
129,digit_3,synthetic_digit,638.5224343850998,random,29,20243637,8192,8,0.5095771132577016,False,0.14355095056723632,605.1506381772474,0/1
130,digit_3,synthetic_digit,638.5224343850998,random,30,20243738,8192,8,0.013823963996371471,False,0.1572381806032254,605.1506381772474,0/1
131,digit_3,synthetic_digit,638.5224343850998,random,31,20243839,8192,8,0.44700580657900224,False,0.13448729727812894,605.1506381772475,0/1
132,digit_4,synthetic_digit,402.4249507149198,ordered,-1,-1,8192,8,2.522207545245623e-05,True,0.9993645093800493,309.43322282460264,0/1
133,digit_4,synthetic_digit,402.4249507149198,random,0,20240708,8192,8,0.06891918889585245,False,0.20702299802683158,309.43322282460264,0/1
134,digit_4,synthetic_digit,402.4249507149198,random,1,20240809,8192,8,0.016714493320946214,False,0.18260858883083367,309.4332228246026,0/1
135,digit_4,synthetic_digit,402.4249507149198,random,2,20240910,8192,8,0.02102178077827008,False,0.20069571579616388,309.4332228246026,0/1
136,digit_4,synthetic_digit,402.4249507149198,random,3,20241011,8192,8,0.4118237650611715,False,0.21193840874533648,309.4332228246026,0/1
137,digit_4,synthetic_digit,402.4249507149198,random,4,20241112,8192,8,0.029594549582230373,False,0.20013949602825015,309.4332228246026,0/1
138,digit_4,synthetic_digit,402.4249507149198,random,5,20241213,8192,8,0.029321253817739878,False,0.22611601034457499,309.43322282460264,0/1
139,digit_4,synthetic_digit,402.4249507149198,random,6,20241314,8192,8,0.2244433831607756,False,0.194064872791244,309.43322282460264,0/1
140,digit_4,synthetic_digit,402.4249507149198,random,7,20241415,8192,8,0.17935419834374586,False,0.20308944465925372,309.43322282460264,0/1
141,digit_4,synthetic_digit,402.4249507149198,random,8,20241516,8192,8,0.3170146358262386,False,0.19414802009136198,309.43322282460264,0/1
142,digit_4,synthetic_digit,402.4249507149198,random,9,20241617,8192,8,0.05783389033503231,False,0.1965532342575111,309.4332228246026,0/1
143,digit_4,synthetic_digit,402.4249507149198,random,10,20241718,8192,8,0.04050169979943774,False,0.1905156087524011,309.43322282460264,0/1
144,digit_4,synthetic_digit,402.4249507149198,random,11,20241819,8192,8,0.018392254170098606,False,0.18616209921484395,309.4332228246026,0/1
145,digit_4,synthetic_digit,402.4249507149198,random,12,20241920,8192,8,0.0018073709066286513,False,0.17902607123653078,309.4332228246026,0/1
146,digit_4,synthetic_digit,402.4249507149198,random,13,20242021,8192,8,0.44178729075281975,False,0.20053949847616184,309.4332228246026,0/1
147,digit_4,synthetic_digit,402.4249507149198,random,14,20242122,8192,8,0.06509750994109145,False,0.20242879442015582,309.43322282460264,0/1
148,digit_4,synthetic_digit,402.4249507149198,random,15,20242223,8192,8,0.05258910827941245,False,0.17497398911456466,309.4332228246026,0/1
149,digit_4,synthetic_digit,402.4249507149198,random,16,20242324,8192,8,0.8659185576865875,False,0.21411085952991113,309.4332228246026,0/1
150,digit_4,synthetic_digit,402.4249507149198,random,17,20242425,8192,8,0.09890514929594388,False,0.20200276260872224,309.4332228246026,0/1
151,digit_4,synthetic_digit,402.4249507149198,random,18,20242526,8192,8,0.3750711983929118,False,0.2058685459058749,309.4332228246026,0/1
152,digit_4,synthetic_digit,402.4249507149198,random,19,20242627,8192,8,0.004042752054540752,False,0.2062708144703288,309.43322282460264,0/1
153,digit_4,synthetic_digit,402.4249507149198,random,20,20242728,8192,8,0.16782840955671455,False,0.20260585408953238,309.43322282460264,0/1
154,digit_4,synthetic_digit,402.4249507149198,random,21,20242829,8192,8,0.14998134567133523,False,0.1920087786619252,309.4332228246026,0/1
155,digit_4,synthetic_digit,402.4249507149198,random,22,20242930,8192,8,0.0014400863775007953,False,0.19343452983139808,309.4332228246026,0/1
156,digit_4,synthetic_digit,402.4249507149198,random,23,20243031,8192,8,0.555421222889225,False,0.22236812917605533,309.4332228246026,0/1
157,digit_4,synthetic_digit,402.4249507149198,random,24,20243132,8192,8,0.38486217375447596,False,0.19919544372765097,309.4332228246026,0/1
158,digit_4,synthetic_digit,402.4249507149198,random,25,20243233,8192,8,0.0016363487403231382,False,0.20043834604506827,309.43322282460264,0/1
159,digit_4,synthetic_digit,402.4249507149198,random,26,20243334,8192,8,0.11289487653413219,False,0.18179592615240114,309.4332228246026,0/1
160,digit_4,synthetic_digit,402.4249507149198,random,27,20243435,8192,8,0.14557942407348018,False,0.21869747315570234,309.4332228246026,0/1
161,digit_4,synthetic_digit,402.4249507149198,random,28,20243536,8192,8,0.03523858528867011,False,0.17450383108741227,309.43322282460264,0/1
162,digit_4,synthetic_digit,402.4249507149198,random,29,20243637,8192,8,0.06576976074170604,False,0.19576893222133343,309.4332228246026,0/1
163,digit_4,synthetic_digit,402.4249507149198,random,30,20243738,8192,8,0.09148732891537148,False,0.18367155234685942,309.4332228246026,0/1
164,digit_4,synthetic_digit,402.4249507149198,random,31,20243839,8192,8,0.05453743538021336,False,0.25288596586934947,309.43322282460264,0/1
165,letter_A,binary_letter,391.79043070245797,ordered,-1,-1,8192,8,0.29627458754776664,False,0.9937868678782193,341.65088982419024,0/1
166,letter_A,binary_letter,391.79043070245797,random,0,20240708,8192,8,0.08186122930497662,False,0.19383418466874017,341.6508898241902,0/1
167,letter_A,binary_letter,391.79043070245797,random,1,20240809,8192,8,0.0025043188291447365,False,0.1741926226040486,341.65088982419024,0/1
168,letter_A,binary_letter,391.79043070245797,random,2,20240910,8192,8,0.25645004810928085,False,0.18877725525543645,341.65088982419024,0/1
169,letter_A,binary_letter,391.79043070245797,random,3,20241011,8192,8,0.005156821485089463,False,0.1953404975482788,341.65088982419024,0/1
170,letter_A,binary_letter,391.79043070245797,random,4,20241112,8192,8,0.054964277191054955,False,0.16992575823811507,341.65088982419024,0/1
171,letter_A,binary_letter,391.79043070245797,random,5,20241213,8192,8,0.11556737734677987,False,0.19881621389993745,341.65088982419024,0/1
172,letter_A,binary_letter,391.79043070245797,random,6,20241314,8192,8,0.11324762442712268,False,0.17141379477521185,341.65088982419024,0/1
173,letter_A,binary_letter,391.79043070245797,random,7,20241415,8192,8,0.03941883130764514,False,0.1870639730631748,341.65088982419024,0/1
174,letter_A,binary_letter,391.79043070245797,random,8,20241516,8192,8,0.0009384105751896113,True,0.19791982747145803,341.65088982419024,0/1
175,letter_A,binary_letter,391.79043070245797,random,9,20241617,8192,8,0.0016274152964321012,False,0.17307846261552048,341.65088982419024,0/1
176,letter_A,binary_letter,391.79043070245797,random,10,20241718,8192,8,0.46304688073319333,False,0.189133126733016,341.6508898241902,0/1
177,letter_A,binary_letter,391.79043070245797,random,11,20241819,8192,8,0.0006034878332954604,True,0.19057011913929953,341.65088982419024,0/1
178,letter_A,binary_letter,391.79043070245797,random,12,20241920,8192,8,0.1193707875419051,False,0.1825265820266344,341.65088982419024,0/1
179,letter_A,binary_letter,391.79043070245797,random,13,20242021,8192,8,0.0051455159868939076,False,0.18234842133801815,341.65088982419024,0/1
180,letter_A,binary_letter,391.79043070245797,random,14,20242122,8192,8,0.06654248791758145,False,0.18313290538133756,341.65088982419024,0/1
181,letter_A,binary_letter,391.79043070245797,random,15,20242223,8192,8,0.018109510448153614,False,0.20727773983088502,341.65088982419024,0/1
182,letter_A,binary_letter,391.79043070245797,random,16,20242324,8192,8,0.031238971470319107,False,0.17592931051663058,341.65088982419024,0/1
183,letter_A,binary_letter,391.79043070245797,random,17,20242425,8192,8,0.048628533037421,False,0.18126451021092732,341.65088982419024,0/1
184,letter_A,binary_letter,391.79043070245797,random,18,20242526,8192,8,0.49258416845792785,False,0.18909810689525555,341.65088982419024,0/1
185,letter_A,binary_letter,391.79043070245797,random,19,20242627,8192,8,0.4162531315782106,False,0.18401776964390132,341.65088982419024,0/1
186,letter_A,binary_letter,391.79043070245797,random,20,20242728,8192,8,0.005345669131971068,False,0.18028079875602687,341.65088982419024,0/1
187,letter_A,binary_letter,391.79043070245797,random,21,20242829,8192,8,0.029142231111780003,False,0.1748394573948388,341.65088982419024,0/1
188,letter_A,binary_letter,391.79043070245797,random,22,20242930,8192,8,0.4869243450018168,False,0.19903551713235274,341.65088982419024,0/1
189,letter_A,binary_letter,391.79043070245797,random,23,20243031,8192,8,0.004839660928120881,False,0.18241332953039477,341.65088982419024,0/1
190,letter_A,binary_letter,391.79043070245797,random,24,20243132,8192,8,0.09067912194159979,False,0.18986170561946702,341.65088982419024,0/1
191,letter_A,binary_letter,391.79043070245797,random,25,20243233,8192,8,0.5475983055791868,False,0.1869277640602269,341.65088982419024,0/1
192,letter_A,binary_letter,391.79043070245797,random,26,20243334,8192,8,0.02651109756275432,False,0.18441667440768045,341.65088982419024,0/1
193,letter_A,binary_letter,391.79043070245797,random,27,20243435,8192,8,0.4046971356080745,False,0.1730336293705416,341.65088982419024,0/1
194,letter_A,binary_letter,391.79043070245797,random,28,20243536,8192,8,0.21038005426003795,False,0.18500751375333388,341.6508898241902,0/1
195,letter_A,binary_letter,391.79043070245797,random,29,20243637,8192,8,0.14125974827466134,False,0.19499929933282,341.65088982419024,0/1
196,letter_A,binary_letter,391.79043070245797,random,30,20243738,8192,8,0.002537038446755412,False,0.19580611104211965,341.65088982419024,0/1
197,letter_A,binary_letter,391.79043070245797,random,31,20243839,8192,8,0.018310149144781875,False,0.18436058825670268,341.6508898241902,0/1
198,letter_L,binary_letter,238.05133542118594,ordered,-1,-1,8192,8,1.0748250146772912e-20,True,1.0,216.3046828621289,0/1
199,letter_L,binary_letter,238.05133542118594,random,0,20240708,8192,8,0.022130807807731676,False,0.24165863973985655,216.3046828621289,0/1
200,letter_L,binary_letter,238.05133542118594,random,1,20240809,8192,8,0.008522625973266003,False,0.27305098563267804,216.3046828621289,0/1
201,letter_L,binary_letter,238.05133542118594,random,2,20240910,8192,8,0.24948765021427902,False,0.2842673114334435,216.3046828621289,0/1
202,letter_L,binary_letter,238.05133542118594,random,3,20241011,8192,8,0.2016448175209854,False,0.20233708522664037,216.3046828621289,0/1
203,letter_L,binary_letter,238.05133542118594,random,4,20241112,8192,8,2.0077457293113083e-05,True,0.2234141937807434,216.3046828621289,0/1
204,letter_L,binary_letter,238.05133542118594,random,5,20241213,8192,8,0.06900594395417937,False,0.2390375629812249,216.30468286212889,0/1
