object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference,fisher_reference_nominal
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log_calibrated_carrier_oracle,0.00022073412958513957,0.00022170953094880158,0.00012212162831777708,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,naive_log,0.00027869271441535867,0.00027607646992082533,0.00012212162831777708,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,anscombe,0.00027939903049882097,0.0002770306050608653,0.00012212162831777708,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log,0.005698215912684055,0.0059832263481439775,0.0625911466421939,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log_calibrated,0.058897491376906135,0.07335185993857092,0.0625911466421939,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log_calibrated_carrier_oracle,0.05858907529251937,0.07333425311626908,0.0625911466421939,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,naive_log,0.10621743428573908,0.12278312522407801,0.0625911466421939,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,anscombe,0.008777896796398668,0.009172819803382436,0.0625911466421939,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log,0.004725240003887618,0.004840613621923493,0.03129557332109695,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log_calibrated,0.019858270909863973,0.021168774990919202,0.03129557332109695,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log_calibrated_carrier_oracle,0.019964435697350146,0.02126524808984115,0.03129557332109695,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,naive_log,0.11052142530926297,0.1311481763349364,0.03129557332109695,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,anscombe,0.006779032707666957,0.006919301186510769,0.03129557332109695,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log,0.008140631578641208,0.00844617472369138,0.015647786660548474,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log_calibrated,0.016527496883367767,0.017911888199784554,0.015647786660548474,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log_calibrated_carrier_oracle,0.01642971461987855,0.017900761272753633,0.015647786660548474,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,naive_log,0.15263996636075802,0.18380766836348375,0.015647786660548474,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,anscombe,0.009291387251365897,0.009746574642823757,0.015647786660548474,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log,0.006273725486767449,0.006482246012677505,0.007823893330274237,0.007812981989166664
