arm,pixel_perm,sign_flip,row_perm,object,family,K_eff,draw,num_frames,chunks,levene_p,levene_reject,ks_absdev_p,local_std_envelope_cv,running_mean_cv,walsh_flatness_ratio,walsh_S2
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,7,8192,8,0.05882974430395753,False,0.17400184819348116,0.3051275785792955,0.0006072974065318704,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,8,8192,8,0.12266068094918008,False,0.3273936805515063,0.34673824905082756,0.0006140163168311119,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,9,8192,8,0.2024742143686992,False,0.059439347248463524,0.20228693608765858,0.0006104745552875102,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,10,8192,8,0.01732941971643949,False,0.3273936805515063,0.3189702165680417,0.0006081429310142994,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,11,8192,8,0.29818151737006876,False,0.2528489707948772,0.2773443467135404,0.0006184580852277577,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,12,8192,8,0.2893362863052136,False,0.2106117312437866,0.2734031152346518,0.000612131436355412,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,13,8192,8,0.3374138374133435,False,0.1426043426418189,0.24732236685827944,0.0006088539958000183,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,14,8192,8,0.5261964921212301,False,0.09352892894698887,0.3062454022061798,0.0006181611097417772,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,15,8192,8,0.14118943827564623,False,0.09352892894698887,0.2725446076818762,0.0006148471147753298,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,16,8192,8,0.11789941164743094,False,0.3273936805515063,0.2689134639145956,0.0006135194562375546,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,17,8192,8,0.003400186216455183,False,0.06676845546321923,0.3439818390890764,0.0006128259701654315,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,18,8192,8,0.7047853594178171,False,0.17400184819348116,0.23597890842728708,0.0006172303110361099,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,19,8192,8,0.004505695031314695,False,0.15768020016074424,0.3566898885878613,0.0010588342556729913,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,20,8192,8,0.7494650895776628,False,0.2528489707948772,0.22098767300210329,0.0006122163613326848,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,21,8192,8,0.15619063899252073,False,0.03227085902292762,0.27142468044647167,0.0006084987544454634,0.9996474910858939,605.1506381772474
